config,run,generation,attempt,day,fitness,yield,saving_ratio,healthiness,survival_pct,alive_count,initial_count,deaths_today,cost,saving,food_interval,food_quantity,food_location,probiotic_interval,probiotic_quantity,probiotic_location,oxygen_interval,oxygen_duration,oxygen_location,early_quit,prompt_tokens,completion_tokens,cumulative_tokens,prompt_words,completion_words,cumulative_words,trimmed,memory_compactions,last_compaction_day,memory_entries,memory_history_words
no_planning,1,4,2,17,0.9156,0.9800,0.8103,0.9100,98.0,49,50,1,94.85,405.15,12,18,9,144,1,9,20,1,9,False,4670,197,597738,1580,22,206745,False,41,15,4,215
no_planning,1,4,2,18,0.9143,0.9800,0.8017,0.9225,98.0,49,50,0,99.15,400.85,12,28,9,144,1,9,20,1,9,False,4626,156,602520,1577,20,208342,False,42,18,2,107
no_planning,1,4,2,19,0.9022,0.9600,0.7896,0.9469,96.0,48,50,1,105.20,394.80,12,28,9,144,1,9,20,1,9,False,4856,192,607568,1670,20,210032,False,42,18,3,162
no_planning,1,4,2,20,0.8990,0.9600,0.7790,0.9496,96.0,48,50,0,110.50,389.50,12,25,9,144,1,9,20,1,9,False,4714,198,612480,1588,22,211642,False,42,18,4,216
no_planning,1,4,2,21,0.8939,0.9600,0.7640,0.9481,96.0,48,50,0,118.00,382.00,12,25,9,144,1,9,20,1,9,False,4847,190,617517,1672,20,213334,False,43,21,2,108
no_planning,1,4,2,22,0.8901,0.9600,0.7540,0.9441,96.0,48,50,0,123.00,377.00,12,25,9,144,1,9,20,1,9,False,4852,199,622568,1672,22,215028,False,43,21,3,162
no_planning,1,4,2,23,0.8844,0.9600,0.7440,0.9240,96.0,48,50,0,128.00,372.00,12,20,9,144,1,9,20,1,9,False,4711,192,627471,1576,20,216624,False,43,21,4,216
no_planning,1,4,2,24,0.8795,0.9600,0.7350,0.9076,96.0,48,50,0,132.50,367.50,12,25,9,144,1,9,20,1,9,False,4644,156,632271,1571,20,218215,False,44,24,2,108
no_planning,1,4,2,25,0.8779,0.9600,0.7235,0.9262,96.0,48,50,0,138.25,361.75,12,25,9,144,1,9,20,1,9,False,4849,198,637318,1654,22,219891,False,44,24,3,162
no_planning,1,4,2,26,0.8745,0.9600,0.7085,0.9395,96.0,48,50,0,145.75,354.25,12,24,9,144,1,9,20,1,9,False,4734,191,642243,1598,20,221509,False,44,24,4,216
no_planning,1,4,2,27,0.8594,0.9400,0.6987,0.9322,94.0,47,50,1,150.65,349.35,12,24,9,144,1,9,20,1,9,False,4865,199,647307,1678,22,223209,False,45,27,2,109
no_planning,1,4,2,28,0.8560,0.9400,0.6889,0.9304,94.0,47,50,0,155.55,344.45,12,24,9,144,1,9,20,1,9,False,4851,197,652355,1676,22,224907,False,45,27,3,163
no_planning,1,4,2,29,0.8512,0.9400,0.6791,0.9172,94.0,47,50,0,160.45,339.55,12,25,9,144,1,9,20,1,9,False,4662,156,657173,1585,20,226512,False,45,27,4,217
no_planning,1,4,2,30,0.8485,0.9400,0.6691,0.9222,94.0,47,50,0,165.45,334.55,12,25,9,144,1,9,20,1,9,False,0,0,657173,0,0,226512,False,45,27,4,217
no_planning,1,5,2,1,0.9890,1.0000,0.9845,0.9510,100.0,50,50,0,7.75,492.25,12,20,9,144,1,9,20,1,9,False,4494,208,665329,1491,20,229224,False,45,,1,45
no_planning,1,5,2,2,0.9863,1.0000,0.9755,0.9529,100.0,50,50,0,12.25,487.75,12,20,9,144,1,9,20,1,9,False,4582,218,670129,1509,22,230755,False,45,,2,92
no_planning,1,5,2,3,0.9795,1.0000,0.9665,0.9210,100.0,50,50,0,16.75,483.25,12,20,9,144,1,9,20,1,9,False,4553,212,674894,1501,20,232276,False,46,3,2,96
no_planning,1,5,2,4,0.9747,1.0000,0.9575,0.9062,100.0,50,50,0,21.25,478.75,12,20,9,144,1,9,20,1,9,False,4569,212,679675,1503,20,233799,False,46,3,3,146
no_planning,1,5,2,5,0.9594,0.9800,0.9485,0.8949,98.0,49,50,1,25.75,474.25,12,20,9,144,1,9,20,1,9,False,4575,212,684462,1505,20,235324,False,46,3,4,197
no_planning,1,5,2,6,0.9556,0.9800,0.9345,0.9021,98.0,49,50,0,32.75,467.25,12,28,9,144,1,9,20,1,9,False,4583,209,689254,1545,20,236889,False,47,6,2,102
no_planning,1,5,2,7,0.9518,0.9800,0.9224,0.9033,98.0,49,50,0,38.80,461.20,12,28,9,144,1,9,20,1,9,False,4593,212,694059,1545,20,238454,False,47,6,3,153
no_planning,1,5,2,8,0.9495,0.9800,0.9118,0.9134,98.0,49,50,0,44.10,455.90,12,20,9,144,1,9,20,1,9,False,4556,156,698771,1551,20,240025,False,47,6,4,205
no_planning,1,5,2,9,0.9325,0.9600,0.9028,0.8882,96.0,48,50,1,48.60,451.40,12,20,9,144,1,9,20,1,9,False,4837,212,703820,1639,20,241684,False,48,9,2,107
no_planning,1,5,2,10,0.9312,0.9600,0.8938,0.9017,96.0,48,50,0,53.10,446.90,12,20,9,144,1,9,20,1,9,False,4832,211,708863,1637,20,243341,False,48,9,3,161
no_planning,1,5,2,11,0.9265,0.9600,0.8798,0.9014,96.0,48,50,0,60.10,439.90,12,25,9,144,1,9,20,1,9,False,4731,212,713806,1589,20,244950,False,48,9,4,215
no_planning,1,5,2,12,0.9110,0.9400,0.8698,0.8910,94.0,47,50,1,65.10,434.90,12,29,9,144,1,9,20,1,9,False,4847,216,718869,1639,22,246611,False,49,12,2,109
no_planning,1,5,2,13,0.8898,0.9000,0.8575,0.9315,90.0,45,50,2,71.25,428.75,12,15,9,144,1,9,20,1,9,False,4680,156,723705,1551,20,248182,False,49,12,3,162
no_planning,1,5,2,14,0.8863,0.9000,0.8495,0.9245,90.0,45,50,0,75.25,424.75,12,15,9,144,1,9,20,1,9,False,4970,211,728886,1689,20,249891,False,49,12,4,214
no_planning,1,5,2,15,0.8841,0.9000,0.8415,0.9280,90.0,45,50,0,79.25,420.75,12,15,9,144,1,9,20,1,9,False,4984,218,734088,1689,22,251602,False,50,15,2,104
no_planning,1,5,2,16,0.8706,0.8800,0.8285,0.9429,88.0,44,50,1,85.75,414.25,12,20,9,144,1,9,20,1,9,False,4672,156,738916,1569,20,253191,False,50,15,3,157
no_planning,1,5,2,17,0.8681,0.8800,0.8195,0.9468,88.0,44,50,0,90.25,409.75,12,20,9,144,1,9,20,1,9,False,4917,210,744043,1637,20,254848,False,50,15,4,209
no_planning,1,5,2,18,0.8651,0.8800,0.8105,0.9467,88.0,44,50,0,94.75,405.25,9,20,9,144,1,9,20,1,9,False,4702,154,748899,1597,20,256465,False,51,18,2,104
no_planning,1,5,2,19,0.8605,0.8800,0.7980,0.9431,88.0,44,50,0,101.00,399.00,9,20,9,144,1,9,20,1,9,False,4658,154,753711,1575,20,258060,False,51,18,3,156
no_planning,1,5,2,20,0.8567,0.8800,0.7870,0.9412,88.0,44,50,0,106.50,393.50,9,20,9,144,1,9,20,1,9,False,4945,214,758870,1693,22,259775,False,51,18,4,208
no_planning,1,5,2,21,0.8520,0.8800,0.7730,0.9409,88.0,44,50,0,113.50,386.50,9,20,9,144,1,9,20,1,9,False,4948,214,764032,1693,22,261490,False,52,21,2,104
no_planning,1,5,2,22,0.8378,0.8600,0.7620,0.9449,86.0,43,50,1,119.00,381.00,9,18,9,144,1,9,20,1,9,False,4747,211,768990,1557,20,263067,False,52,21,3,157
no_planning,1,5,2,23,0.8355,0.8600,0.7516,0.9541,86.0,43,50,0,124.20,375.80,9,18,9,144,1,9,20,1,9,False,4884,215,774089,1639,22,264728,False,52,21,4,209
no_planning,1,5,2,24,0.8329,0.8600,0.7430,0.9559,86.0,43,50,0,128.50,371.50,9,27,9,144,1,9,20,1,9,False,4643,154,778886,1565,20,266313,False,53,24,2,104
no_planning,1,5,2,25,0.8283,0.8600,0.7284,0.9574,86.0,43,50,0,135.80,364.20,9,27,9,144,1,9,20,1,9,False,4854,211,783951,1629,20,267962,False,53,24,3,156
no_planning,1,5,2,26,0.8234,0.8600,0.7103,0.9667,86.0,43,50,0,144.85,355.15,9,27,9,144,1,9,20,1,9,False,4850,218,789019,1629,22,269613,False,53,24,4,208
no_planning,1,5,2,27,0.8203,0.8600,0.6999,0.9693,86.0,43,50,0,150.05,349.95,9,25,9,144,1,9,20,1,9,False,4788,211,794018,1605,20,271238,False,54,27,2,104
no_planning,1,5,2,28,0.8039,0.8400,0.6874,0.9590,84.0,42,50,1,156.30,343.70,9,25,9,144,1,9,20,1,9,False,4898,210,799126,1681,20,272939,False,54,27,3,157
no_planning,1,5,2,29,0.7998,0.8400,0.6749,0.9592,84.0,42,50,0,162.55,337.45,9,25,9,144,1,9,20,1,9,False,4908,213,804247,1679,22,274640,False,54,27,4,209
no_planning,1,5,2,30,0.7959,0.8400,0.6649,0.9544,84.0,42,50,0,167.55,332.45,9,25,9,144,1,9,20,1,9,False,0,0,804247,0,0,274640,False,54,27,4,209
no_memory,1,1,1,1,0.9854,1.0000,0.9875,0.9124,100.0,50,50,0,6.25,493.75,12,5,9,168,1,9,20,1,9,False,3397,126,6682,1379,1,2663,False,0,,0,1
no_memory,1,1,1,2,0.9654,0.9800,0.9815,0.8543,98.0,49,50,1,9.25,490.75,12,5,9,168,1,9,20,1,9,False,3451,126,10259,1387,1,4051,False,0,,0,1
no_memory,1,1,1,3,0.9582,0.9800,0.9755,0.8111,98.0,49,50,0,12.25,487.75,12,5,9,168,1,9,20,1,9,False,3443,154,13856,1385,20,5456,False,0,,0,1
no_memory,1,1,1,4,0.9435,0.9600,0.9695,0.7965,96.0,48,50,1,15.25,484.75,12,5,9,168,1,9,20,1,9,False,3471,154,17481,1391,20,6867,False,0,,0,1
no_memory,1,1,1,5,0.9262,0.9400,0.9635,0.7602,94.0,47,50,1,18.25,481.75,12,5,9,168,1,9,20,1,9,False,3479,154,21114,1391,20,8278,False,0,,0,1
no_memory,1,1,1,6,0.9193,0.9400,0.9525,0.7328,94.0,47,50,0,23.75,476.25,12,5,9,168,1,9,20,1,9,False,3439,126,24679,1385,1,9664,False,0,,0,1
no_memory,1,1,1,7,0.9155,0.9400,0.9465,0.7182,94.0,47,50,0,26.75,473.25,12,5,9,168,1,9,20,1,9,False,3443,154,28276,1385,20,11069,False,0,,0,1
no_memory,1,1,1,8,0.8821,0.8800,0.9390,0.7356,88.0,44,50,3,30.50,469.50,12,6,9,168,1,9,20,1,9,False,3463,154,31893,1389,20,12478,False,0,,0,1
no_memory,1,1,1,9,0.8691,0.8600,0.9328,0.7358,86.0,43,50,1,33.60,466.40,12,5,9,168,1,9,20,1,9,False,3489,154,35536,1391,20,13889,False,0,,0,1
no_memory,1,1,1,10,0.8644,0.8600,0.9268,0.7128,86.0,43,50,0,36.60,463.40,12,5,9,168,1,9,20,1,9,False,3479,154,39169,1389,20,15298,False,0,,0,1
no_memory,1,1,1,11,0.8571,0.8600,0.9158,0.6824,86.0,43,50,0,42.10,457.90,12,5,9,168,1,9,20,1,9,False,3473,154,42796,1387,20,16705,False,0,,0,1
no_memory,1,1,1,12,0.8435,0.8400,0.9098,0.6772,84.0,42,50,1,45.10,454.90,12,5,9,168,1,9,20,1,9,False,3505,154,46455,1391,20,18116,False,0,,0,1
no_memory,1,1,1,13,0.8078,0.7800,0.9038,0.6715,78.0,39,50,3,48.10,451.90,12,5,9,168,1,9,20,1,9,False,3489,154,50098,1391,20,19527,False,0,,0,1
no_memory,1,1,1,14,0.7735,0.7200,0.8978,0.6767,72.0,36,50,3,51.10,448.90,12,5,9,168,1,9,20,1,9,False,3503,154,53755,1391,20,20938,False,0,,0,1
no_memory,1,1,1,15,0.7503,0.6800,0.8903,0.6871,68.0,34,50,2,54.85,445.15,12,5,9,168,1,9,20,1,9,False,3521,154,57430,1397,20,22355,False,0,,0,1
no_memory,1,1,1,16,0.7264,0.6400,0.8793,0.7020,64.0,32,50,2,60.35,439.65,12,5,9,168,1,9,20,1,9,False,3487,154,61071,1389,20,23764,False,0,,0,1
no_memory,1,1,1,17,0.7046,0.6000,0.8733,0.7200,60.0,30,50,2,63.35,436.65,12,5,9,168,1,9,20,1,9,False,3481,126,64678,1391,1,25156,False,0,,0,1
no_memory,1,1,1,18,0.7005,0.6000,0.8673,0.7028,60.0,30,50,0,66.35,433.65,12,5,9,168,1,9,20,1,9,False,3479,154,68311,1389,20,26565,False,0,,0,1
no_memory,1,1,1,19,0.6976,0.6000,0.8613,0.6943,60.0,30,50,0,69.35,430.65,12,6,9,168,1,9,20,1,9,False,3469,154,71934,1387,20,27972,False,0,,0,1
no_memory,1,1,1,20,0.6830,0.5800,0.8551,0.6820,58.0,29,50,1,72.45,427.55,12,5,9,168,1,9,20,1,9,False,3505,126,75565,1391,1,29364,False,0,,0,1
no_memory,1,1,1,21,0.6772,0.5800,0.8441,0.6636,58.0,29,50,0,77.95,422.05,12,6,9,168,1,9,20,1,9,False,3495,126,79186,1389,1,30754,False,0,,0,1
no_memory,1,1,1,22,0.6641,0.5600,0.8364,0.6677,56.0,28,50,1,81.80,418.20,12,5,9,168,1,9,20,1,9,False,3493,126,82805,1391,1,32146,False,0,,0,1
no_memory,1,1,1,23,0.6634,0.5600,0.8304,0.6781,56.0,28,50,0,84.80,415.20,12,5,9,168,1,9,20,1,9,False,3465,154,86424,1387,20,33553,False,0,,0,1
no_memory,1,1,1,24,0.6384,0.5200,0.8244,0.6694,52.0,26,50,2,87.80,412.20,12,6,9,168,1,9,20,1,9,False,3497,154,90075,1391,20,34964,False,0,,0,1
no_memory,1,1,1,25,0.6278,0.5000,0.8182,0.6903,50.0,25,50,1,90.90,409.10,12,5,9,168,1,9,20,1,9,False,3489,126,93690,1391,1,36356,False,0,,0,1
no_memory,1,1,1,26,0.6054,0.4600,0.8072,0.7170,46.0,23,50,2,96.40,403.60,12,5,9,168,1,9,20,1,9,False,3505,154,97349,1391,20,37767,False,0,,0,1
no_memory,1,1,1,27,0.6021,0.4600,0.8012,0.7056,46.0,23,50,0,99.40,400.60,12,5,9,168,1,9,20,1,9,False,3495,154,100998,1389,20,39176,False,0,,0,1
no_memory,1,1,1,28,0.5967,0.4400,0.7952,0.7689,44.0,22,50,1,102.40,397.60,12,5,9,168,1,9,20,1,9,False,3511,154,104663,1391,20,40587,False,0,,0,1
no_memory,1,1,1,29,0.5942,0.4400,0.7877,0.7689,44.0,22,50,0,106.15,393.85,12,5,9,168,1,9,20,1,9,False,3481,154,108298,1389,20,41996,False,0,,0,1
no_memory,1,1,1,30,0.5942,0.4400,0.7817,0.7856,44.0,22,50,0,109.15,390.85,12,5,9,168,1,9,20,1,9,False,0,0,108298,0,0,41996,False,0,,0,1
no_memory,1,2,1,1,0.9869,1.0000,0.9865,0.9279,100.0,50,50,0,6.75,493.25,12,10,9,120,1,9,20,1,9,False,1603,78,115242,677,18,45176,False,0,,0,1
no_memory,1,2,1,2,0.9705,0.9800,0.9795,0.9025,98.0,49,50,1,10.25,489.75,12,9,9,120,1,9,20,1,9,False,3389,126,118757,1377,1,46554,False,0,,0,1
no_memory,1,2,1,3,0.9644,0.9800,0.9727,0.8704,98.0,49,50,0,13.65,486.35,12,8,9,120,1,9,20,1,9,False,3397,126,122280,1379,1,47934,False,0,,0,1
no_memory,1,2,1,4,0.9250,0.9200,0.9661,0.8345,92.0,46,50,3,16.95,483.05,12,7,9,120,1,9,20,1,9,False,3451,126,125857,1387,1,49322,False,0,,0,1
no_memory,1,2,1,5,0.9199,0.9200,0.9597,0.8102,92.0,46,50,0,20.15,479.85,12,6,9,120,1,9,20,1,9,False,3441,121,129419,1385,1,50708,False,0,,0,1
no_memory,1,2,1,6,0.9167,0.9200,0.9470,0.8186,92.0,46,50,0,26.50,473.50,12,5,9,120,1,9,20,1,9,False,3429,126,132974,1383,1,52092,False,0,,0,1
no_memory,1,2,1,7,0.9143,0.9200,0.9410,0.8147,92.0,46,50,0,29.50,470.50,12,5,9,120,1,9,20,1,9,False,3453,154,136581,1387,20,53499,False,0,,0,1
no_memory,1,2,1,8,0.8947,0.9000,0.9350,0.7594,90.0,45,50,1,32.50,467.50,12,5,9,120,1,9,20,1,9,False,3469,154,140204,1389,20,54908,False,0,,0,1
no_memory,1,2,1,9,0.8588,0.8400,0.9290,0.7522,84.0,42,50,3,35.50,464.50,12,5,9,120,1,9,20,1,9,False,3491,154,143849,1391,20,56319,False,0,,0,1
no_memory,1,2,1,10,0.8522,0.8400,0.9230,0.7137,84.0,42,50,0,38.50,461.50,12,5,9,120,1,9,20,1,9,False,3501,154,147504,1395,20,57734,False,0,,0,1
no_memory,1,2,1,11,0.8335,0.8200,0.9105,0.6833,82.0,41,50,1,44.75,455.25,12,5,9,120,1,9,20,1,9,False,3505,154,151163,1395,20,59149,False,0,,0,1
no_memory,1,2,1,12,0.8198,0.8000,0.9045,0.6779,80.0,40,50,1,47.75,452.25,12,5,9,120,1,9,20,1,9,False,3505,126,154794,1395,1,60545,False,0,,0,1
no_memory,1,2,1,13,0.8033,0.7800,0.8985,0.6486,78.0,39,50,1,50.75,449.25,12,5,9,120,1,9,20,1,9,False,3527,154,158475,1397,20,61962,False,0,,0,1
no_memory,1,2,1,14,0.7888,0.7600,0.8925,0.6353,76.0,38,50,1,53.75,446.25,12,6,9,120,1,9,20,1,9,False,3515,126,162116,1397,1,63360,False,0,,0,1
no_memory,1,2,1,15,0.7623,0.7200,0.8863,0.6152,72.0,36,50,2,56.85,443.15,12,6,9,120,1,9,20,1,9,False,3523,121,165760,1397,1,64758,False,0,,0,1
no_memory,1,2,1,16,0.7363,0.6800,0.8736,0.6167,68.0,34,50,2,63.20,436.80,12,5,9,120,1,9,20,1,9,False,3519,126,169405,1397,1,66156,False,0,,0,1
no_memory,1,2,1,17,0.6866,0.5800,0.8676,0.6776,58.0,29,50,5,66.20,433.80,12,5,9,120,1,9,20,1,9,False,3539,126,173070,1397,1,67554,False,0,,0,1
no_memory,1,2,1,18,0.6862,0.5800,0.8616,0.6907,58.0,29,50,0,69.20,430.80,12,6,9,120,1,9,20,1,9,False,3519,126,176715,1395,1,68950,False,0,,0,1
no_memory,1,2,1,19,0.6770,0.5600,0.8554,0.7226,56.0,28,50,1,72.30,427.70,12,5,9,120,1,9,20,1,9,False,3503,126,180344,1395,1,70346,False,0,,0,1
no_memory,1,2,1,20,0.6643,0.5400,0.8494,0.7251,54.0,27,50,1,75.30,424.70,12,5,9,120,1,9,20,1,9,False,3521,126,183991,1397,1,71744,False,0,,0,1
no_memory,1,2,1,21,0.6546,0.5400,0.8369,0.6783,54.0,27,50,0,81.55,418.45,12,5,9,120,1,9,20,1,9,False,3507,154,187652,1395,20,73159,False,0,,0,1
no_memory,1,2,1,22,0.6501,0.5400,0.8309,0.6574,54.0,27,50,0,84.55,415.45,12,5,9,120,1,9,20,1,9,False,3489,154,191295,1393,20,74572,False,0,,0,1
no_memory,1,2,1,23,0.6342,0.5200,0.8249,0.6328,52.0,26,50,1,87.55,412.45,12,5,9,120,1,9,20,1,9,False,3525,154,194974,1397,20,75989,False,0,,0,1
no_memory,1,2,1,24,0.6324,0.5200,0.8189,0.6350,52.0,26,50,0,90.55,409.45,12,5,9,120,1,9,20,1,9,False,3511,154,198639,1395,20,77404,False,0,,0,1
no_memory,1,2,1,25,0.6326,0.5200,0.8129,0.6525,52.0,26,50,0,93.55,406.45,12,5,9,144,1,9,20,1,9,False,3497,126,202262,1395,1,78800,False,0,,0,1
no_memory,1,2,1,26,0.5975,0.4600,0.8019,0.6660,46.0,23,50,3,99.05,400.95,12,5,9,144,1,9,20,1,9,False,3523,154,205939,1397,20,80217,False,0,,0,1
no_memory,1,2,1,27,0.5999,0.4600,0.7959,0.7018,46.0,23,50,0,102.05,397.95,12,5,9,144,1,9,20,1,9,False,3509,126,209574,1395,1,81613,False,0,,0,1
no_memory,1,2,1,28,0.5954,0.4600,0.7899,0.6814,46.0,23,50,0,105.05,394.95,12,5,9,144,1,9,20,1,9,False,3513,161,213248,1395,22,83030,False,0,,0,1
no_memory,1,2,1,29,0.5830,0.4400,0.7839,0.6856,44.0,22,50,1,108.05,391.95,12,5,9,144,1,9,20,1,9,False,3519,126,216893,1397,1,84428,False,0,,0,1
no_memory,1,2,1,30,0.5750,0.4400,0.7779,0.6358,44.0,22,50,0,111.05,388.95,12,5,9,144,1,9,20,1,9,False,0,0,216893,0,0,84428,False,0,,0,1
no_memory,1,3,1,1,0.9860,1.0000,0.9875,0.9177,100.0,50,50,0,6.25,493.75,12,5,9,168,1,9,20,1,9,False,3405,154,224005,1381,20,87453,False,0,,0,1
no_memory,1,3,1,2,0.9787,1.0000,0.9815,0.8734,100.0,50,50,0,9.25,490.75,12,5,9,168,1,9,20,1,9,False,3423,154,227582,1383,20,88856,False,0,,0,1
no_memory,1,3,1,3,0.9581,0.9800,0.9755,0.8096,98.0,49,50,1,12.25,487.75,12,5,9,168,1,9,20,1,9,False,3445,126,231153,1387,1,90244,False,0,,0,1
no_memory,1,3,1,4,0.9540,0.9800,0.9695,0.7922,98.0,49,50,0,15.25,484.75,12,6,9,168,1,9,20,1,9,False,3409,126,234688,1381,1,91626,False,0,,0,1
no_memory,1,3,1,5,0.9477,0.9800,0.9633,0.7569,98.0,49,50,0,18.35,481.65,12,5,9,168,1,9,20,1,9,False,3427,126,238241,1385,1,93012,False,0,,0,1
no_memory,1,3,1,6,0.9396,0.9800,0.9523,0.7197,98.0,49,50,0,23.85,476.15,12,6,9,168,1,9,20,1,9,False,3427,126,241794,1385,1,94398,False,0,,0,1
no_memory,1,3,1,7,0.9353,0.9800,0.9461,0.7003,98.0,49,50,0,26.95,473.05,12,5,9,168,1,9,20,1,9,False,3453,126,245373,1387,1,95786,False,0,,0,1
no_memory,1,3,1,8,0.9130,0.9400,0.9386,0.7190,94.0,47,50,2,30.70,469.30,12,6,9,168,1,9,20,1,9,False,3463,154,248990,1389,20,97195,False,0,,0,1
no_memory,1,3,1,9,0.8976,0.9200,0.9324,0.6994,92.0,46,50,1,33.80,466.20,12,5,9,168,1,9,20,1,9,False,3467,126,252583,1389,1,98585,False,0,,0,1
no_memory,1,3,1,10,0.8818,0.9000,0.9264,0.6755,90.0,45,50,1,36.80,463.20,12,5,9,168,1,9,20,1,9,False,3461,154,256198,1387,20,99992,False,0,,0,1
no_memory,1,3,1,11,0.8266,0.8000,0.9154,0.7045,80.0,40,50,5,42.30,457.70,12,5,9,168,1,9,20,1,9,False,3469,154,259821,1389,20,101401,False,0,,0,1
no_memory,1,3,1,12,0.8238,0.8000,0.9094,0.6978,80.0,40,50,0,45.30,454.70,12,6,9,168,1,9,20,1,9,False,3471,126,263418,1389,1,102791,False,0,,0,1
no_memory,1,3,1,13,0.8229,0.8000,0.9032,0.7072,80.0,40,50,0,48.40,451.60,12,5,9,168,1,9,20,1,9,False,3487,126,267031,1389,1,104181,False,0,,0,1
no_memory,1,3,1,14,0.8073,0.7800,0.8972,0.6856,78.0,39,50,1,51.40,448.60,12,5,9,168,1,9,20,1,9,False,3497,154,270682,1391,20,105592,False,0,,0,1
no_memory,1,3,1,15,0.7791,0.7400,0.8897,0.6544,74.0,37,50,2,55.15,444.85,12,5,9,168,1,9,20,1,9,False,3509,154,274345,1397,20,107009,False,0,,0,1
no_memory,1,3,1,16,0.7449,0.6800,0.8787,0.6745,68.0,34,50,3,60.65,439.35,12,5,9,168,1,9,20,1,9,False,3505,126,277976,1397,1,108407,False,0,,0,1
no_memory,1,3,1,17,0.7061,0.6200,0.8727,0.6424,62.0,31,50,3,63.65,436.35,12,5,9,168,1,9,20,1,9,False,3515,154,281645,1397,20,109824,False,0,,0,1
no_memory,1,3,1,18,0.6937,0.6000,0.8667,0.6470,60.0,30,50,1,66.65,433.35,12,5,9,168,1,9,20,1,9,False,3509,154,285308,1397,20,111241,False,0,,0,1
no_memory,1,3,1,19,0.6940,0.6000,0.8607,0.6668,60.0,30,50,0,69.65,430.35,12,6,9,168,1,9,20,1,9,False,3519,154,288981,1395,20,112656,False,0,,0,1
no_memory,1,3,1,20,0.6813,0.5800,0.8545,0.6690,58.0,29,50,1,72.75,427.25,12,5,9,168,1,9,20,1,9,False,3521,126,292628,1397,1,114054,False,0,,0,1
no_memory,1,3,1,21,0.6797,0.5800,0.8435,0.6859,58.0,29,50,0,78.25,421.75,12,5,9,168,1,9,20,1,9,False,3519,154,296301,1395,20,115469,False,0,,0,1
no_memory,1,3,1,22,0.6784,0.5800,0.8360,0.6956,58.0,29,50,0,82.00,418.00,12,5,9,168,1,9,20,1,9,False,3511,154,299966,1395,20,116884,False,0,,0,1
no_memory,1,3,1,23,0.6381,0.5000,0.8300,0.7430,50.0,25,50,4,85.00,415.00,12,5,9,168,1,9,20,1,9,False,3527,154,303647,1397,20,118301,False,0,,0,1
no_memory,1,3,1,24,0.6323,0.5000,0.8240,0.7114,50.0,25,50,0,88.00,412.00,12,5,9,168,1,9,20,1,9,False,3495,126,307268,1395,1,119697,False,0,,0,1
no_memory,1,3,1,25,0.6186,0.4800,0.8180,0.7055,48.0,24,50,1,91.00,409.00,12,5,9,168,1,9,20,1,9,False,3501,154,310923,1397,20,121114,False,0,,0,1
no_memory,1,3,1,26,0.6159,0.4800,0.8070,0.7136,48.0,24,50,0,96.50,403.50,12,5,9,168,1,9,20,1,9,False,3495,154,314572,1395,20,122529,False,0,,0,1
no_memory,1,3,1,27,0.6060,0.4600,0.8010,0.7388,46.0,23,50,1,99.50,400.50,12,5,9,168,1,9,20,1,9,False,3513,126,318211,1397,1,123927,False,0,,0,1
no_memory,1,3,1,28,0.6029,0.4600,0.7950,0.7300,46.0,23,50,0,102.50,397.50,12,5,9,168,1,9,20,1,9,False,3513,126,321850,1395,1,125323,False,0,,0,1
no_memory,1,3,1,29,0.5980,0.4600,0.7875,0.7096,46.0,23,50,0,106.25,393.75,12,5,9,168,1,9,20,1,9,False,3525,154,325529,1395,20,126738,False,0,,0,1
no_memory,1,3,1,30,0.5935,0.4600,0.7815,0.6885,46.0,23,50,0,109.25,390.75,12,5,9,168,1,9,20,1,9,False,0,0,325529,0,0,126738,False,0,,0,1
no_memory,1,4,1,1,0.9814,1.0000,0.9610,0.9520,100.0,50,50,0,19.50,480.50,12,15,9,48,2,9,10,2,9,False,3398,126,332633,1379,1,129789,False,0,,0,1
no_memory,1,4,1,2,0.9734,1.0000,0.9380,0.9488,100.0,50,50,0,31.00,469.00,12,10,9,48,2,9,10,2,9,False,3416,126,336175,1381,1,131171,False,0,,0,1
no_memory,1,4,1,3,0.9562,1.0000,0.9030,0.9017,100.0,50,50,0,48.50,451.50,12,9,9,48,2,9,10,2,9,False,3443,124,339742,1385,1,132557,False,0,,0,1
no_memory,1,4,1,4,0.9459,1.0000,0.8812,0.8756,100.0,50,50,0,59.40,440.60,12,8,9,48,2,9,10,2,9,False,3433,124,343299,1385,1,133943,False,0,,0,1
no_memory,1,4,1,5,0.9389,1.0000,0.8566,0.8854,100.0,50,50,0,71.70,428.30,12,7,9,48,2,9,10,2,9,False,3445,152,346896,1389,20,135352,False,0,,0,1
no_memory,1,4,1,6,0.9241,1.0000,0.8252,0.8483,100.0,50,50,0,87.40,412.60,12,6,9,48,2,9,10,2,9,False,3425,124,350445,1383,1,136736,False,0,,0,1
no_memory,1,4,1,7,0.8910,0.9600,0.8010,0.8218,96.0,48,50,2,99.50,400.50,12,5,9,48,2,9,10,2,9,False,3472,124,354041,1391,1,138128,False,0,,0,1
no_memory,1,4,1,8,0.8648,0.9400,0.7700,0.7809,94.0,47,50,1,115.00,385.00,12,5,9,48,2,9,10,2,9,False,3478,152,357671,1391,20,139539,False,0,,0,1
no_memory,1,4,1,9,0.8427,0.9200,0.7460,0.7545,92.0,46,50,1,127.00,373.00,12,6,9,48,2,9,10,2,9,False,3529,124,361324,1397,1,140937,False,0,,0,1
