config,run,generation,attempt,day,fitness,yield,saving_ratio,healthiness,survival_pct,alive_count,initial_count,deaths_today,cost,saving,food_interval,food_quantity,food_location,probiotic_interval,probiotic_quantity,probiotic_location,oxygen_interval,oxygen_duration,oxygen_location,early_quit,prompt_tokens,completion_tokens,cumulative_tokens,prompt_words,completion_words,cumulative_words,trimmed,memory_compactions,last_compaction_day,memory_entries,memory_history_words
no_memory,1,4,1,10,0.8208,0.9000,0.7248,0.7214,90.0,45,50,1,137.60,362.40,12,6,9,48,2,9,10,2,9,False,3533,152,365009,1397,20,142354,False,0,,0,1
no_memory,1,4,1,11,0.7888,0.8600,0.6906,0.7329,86.0,43,50,2,154.70,345.30,12,6,9,48,2,9,10,2,9,False,3531,152,368692,1397,20,143771,False,0,,0,1
no_memory,1,4,1,12,0.7620,0.8200,0.6694,0.7506,82.0,41,50,2,165.30,334.70,12,5,9,48,2,9,10,2,9,False,3524,152,372368,1397,20,145188,False,0,,0,1
no_memory,1,4,1,13,0.7274,0.7800,0.6354,0.7397,78.0,39,50,2,182.30,317.70,12,5,9,48,2,9,10,2,9,False,3522,152,376042,1397,20,146605,False,0,,0,1
no_memory,1,4,1,14,0.6881,0.7200,0.6144,0.7443,72.0,36,50,3,192.80,307.20,12,5,9,48,2,9,10,2,9,False,3516,152,379710,1397,20,148022,False,0,,0,1
no_memory,1,4,1,15,0.6564,0.6800,0.5904,0.7294,68.0,34,50,2,204.80,295.20,12,5,9,48,2,9,10,2,9,False,3514,152,383376,1397,20,149439,False,0,,0,1
no_memory,1,4,1,16,0.6394,0.6600,0.5594,0.7651,66.0,33,50,1,220.30,279.70,12,6,9,48,2,9,10,2,9,False,3530,152,387058,1397,20,150856,False,0,,0,1
no_memory,1,4,1,17,0.6317,0.6600,0.5352,0.7673,66.0,33,50,0,232.40,267.60,12,5,9,48,2,9,10,2,9,False,3502,124,390684,1393,1,152250,False,0,,0,1
no_memory,1,4,1,18,0.6209,0.6600,0.5042,0.7626,66.0,33,50,0,247.90,252.10,12,6,9,48,2,9,10,2,9,False,3511,124,394319,1395,1,153646,False,0,,0,1
no_memory,1,4,1,19,0.6098,0.6600,0.4800,0.7368,66.0,33,50,0,260.00,240.00,12,5,9,48,2,9,10,2,9,False,3516,124,397959,1395,1,155042,False,0,,0,1
no_memory,1,4,1,20,0.5927,0.6400,0.4590,0.7435,64.0,32,50,1,270.50,229.50,12,5,9,48,2,9,10,2,9,False,3518,152,401629,1397,20,156459,False,0,,0,1
no_memory,1,4,1,21,0.5620,0.6000,0.4250,0.7649,60.0,30,50,2,287.50,212.50,12,6,9,48,2,9,10,2,9,False,3533,124,405286,1397,1,157857,False,0,,0,1
no_memory,1,4,1,22,0.5573,0.6000,0.4038,0.7836,60.0,30,50,0,298.10,201.90,12,5,9,48,2,9,10,2,9,False,3524,124,408934,1395,1,159253,False,0,,0,1
no_memory,1,4,1,23,0.5413,0.6000,0.3698,0.7439,60.0,30,50,0,315.10,184.90,12,5,9,48,2,9,10,2,9,False,3516,152,412602,1395,20,160668,False,0,,0,1
no_memory,1,4,1,24,0.5330,0.6000,0.3488,0.7328,60.0,30,50,0,325.60,174.40,12,6,9,48,2,9,10,2,9,False,3486,152,416240,1393,20,162081,False,0,,0,1
no_memory,1,4,1,25,0.5228,0.6000,0.3246,0.7137,60.0,30,50,0,337.70,162.30,12,6,9,48,2,9,10,2,9,False,3487,152,419879,1395,20,163496,False,0,,0,1
no_memory,1,4,1,26,0.5040,0.5800,0.2934,0.7347,58.0,29,50,1,353.30,146.70,12,5,9,48,2,9,10,2,9,False,3488,152,423519,1395,20,164911,False,0,,0,1
no_memory,1,4,1,27,0.4765,0.5400,0.2694,0.7546,54.0,27,50,2,365.30,134.70,12,5,9,48,2,9,10,2,9,False,3492,152,427163,1395,20,166326,False,0,,0,1
no_memory,1,4,1,28,0.4439,0.5000,0.2384,0.7519,50.0,25,50,2,380.80,119.20,12,5,9,48,2,9,10,2,9,False,3526,152,430841,1397,20,167743,False,0,,0,1
no_memory,1,4,1,29,0.4375,0.5000,0.2144,0.7643,50.0,25,50,0,392.80,107.20,12,5,9,48,2,9,10,2,9,False,3510,152,434503,1395,20,169158,False,0,,0,1
no_memory,1,4,1,30,0.4330,0.5000,0.1934,0.7848,50.0,25,50,0,403.30,96.70,12,5,9,48,2,9,10,2,9,False,0,0,434503,0,0,169158,False,0,,0,1
no_memory,1,5,1,1,0.9819,1.0000,0.9610,0.9562,100.0,50,50,0,19.50,480.50,6,15,9,48,2,9,10,2,9,False,3359,159,441360,1371,22,172087,False,0,,0,1
no_memory,1,5,1,2,0.9726,1.0000,0.9350,0.9506,100.0,50,50,0,32.50,467.50,6,15,9,48,2,9,10,2,9,False,3407,152,444919,1381,20,173488,False,0,,0,1
no_memory,1,5,1,3,0.9587,1.0000,0.8960,0.9416,100.0,50,50,0,52.00,448.00,6,15,9,48,2,9,10,2,9,False,3423,152,448494,1383,20,174891,False,0,,0,1
no_memory,1,5,1,4,0.9496,1.0000,0.8700,0.9375,100.0,50,50,0,65.00,435.00,6,14,9,48,2,9,10,2,9,False,3407,124,452025,1381,1,176273,False,0,,0,1
no_memory,1,5,1,5,0.9419,1.0000,0.8414,0.9523,100.0,50,50,0,79.30,420.70,6,14,9,48,2,9,10,2,9,False,3413,152,455590,1381,20,177674,False,0,,0,1
no_memory,1,5,1,6,0.9285,1.0000,0.8058,0.9384,100.0,50,50,0,97.10,402.90,6,13,9,48,2,9,10,2,9,False,3429,124,459143,1385,1,179060,False,0,,0,1
no_memory,1,5,1,7,0.9181,1.0000,0.7776,0.9294,100.0,50,50,0,111.20,388.80,6,12,9,48,2,9,10,2,9,False,3477,124,462744,1389,1,180450,False,0,,0,1
no_memory,1,5,1,8,0.8974,0.9800,0.7428,0.9442,98.0,49,50,1,128.60,371.40,6,10,9,48,2,9,10,2,9,False,3489,124,466357,1391,1,181842,False,0,,0,1
no_memory,1,5,1,9,0.8784,0.9600,0.7158,0.9512,96.0,48,50,1,142.10,357.90,6,9,9,48,2,9,10,2,9,False,3504,150,470011,1391,20,183253,False,0,,0,1
no_memory,1,5,1,10,0.8703,0.9600,0.6922,0.9486,96.0,48,50,0,153.90,346.10,6,8,9,48,2,9,10,2,9,False,3512,139,473662,1395,18,184666,False,0,,0,1
no_memory,1,5,1,11,0.8549,0.9600,0.6560,0.9201,96.0,48,50,0,172.00,328.00,6,8,9,48,2,9,10,2,9,False,3516,150,477328,1395,20,186081,False,0,,0,1
no_memory,1,5,1,12,0.8474,0.9600,0.6328,0.9215,96.0,48,50,0,183.60,316.40,6,8,9,48,2,9,10,2,9,False,3512,150,480990,1395,20,187496,False,0,,0,1
no_memory,1,5,1,13,0.8256,0.9400,0.5966,0.9307,94.0,47,50,1,201.70,298.30,6,8,9,48,2,9,10,2,9,False,3532,150,484672,1397,20,188913,False,0,,0,1
no_memory,1,5,1,14,0.8182,0.9400,0.5734,0.9336,94.0,47,50,0,213.30,286.70,6,8,9,48,2,9,10,2,9,False,3518,150,488340,1395,20,190328,False,0,,0,1
no_memory,1,5,1,15,0.8119,0.9400,0.5472,0.9523,94.0,47,50,0,226.40,273.60,6,8,9,48,2,9,10,2,9,False,3518,150,492008,1395,20,191743,False,0,,0,1
no_memory,1,5,1,16,0.7998,0.9400,0.5140,0.9429,94.0,47,50,0,243.00,257.00,6,8,9,48,2,9,10,2,9,False,3522,150,495680,1395,20,193158,False,0,,0,1
no_memory,1,5,1,17,0.7790,0.9200,0.4878,0.9334,92.0,46,50,1,256.10,243.90,6,8,9,48,2,9,10,2,9,False,3536,150,499366,1397,20,194575,False,0,,0,1
no_memory,1,5,1,18,0.7668,0.9200,0.4546,0.9232,92.0,46,50,0,272.70,227.30,6,8,9,48,2,9,10,2,9,False,3526,150,503042,1395,20,195990,False,0,,0,1
no_memory,1,5,1,19,0.7591,0.9200,0.4284,0.9314,92.0,46,50,0,285.80,214.20,6,8,9,48,2,9,10,2,9,False,3518,150,506710,1395,20,197405,False,0,,0,1
no_memory,1,5,1,20,0.7514,0.9200,0.4052,0.9306,92.0,46,50,0,297.40,202.60,6,8,9,48,2,9,10,2,9,False,3522,150,510382,1395,20,198820,False,0,,0,1
no_memory,1,5,1,21,0.7377,0.9200,0.3690,0.9162,92.0,46,50,0,315.50,184.50,6,8,9,48,2,9,10,2,9,False,3518,150,514050,1395,20,200235,False,0,,0,1
no_memory,1,5,1,22,0.7169,0.9000,0.3458,0.8979,90.0,45,50,1,327.10,172.90,6,7,9,48,2,9,10,2,9,False,3532,122,517704,1397,1,201633,False,0,,0,1
no_memory,1,5,1,23,0.6964,0.8800,0.3100,0.9177,88.0,44,50,1,345.00,155.00,6,7,9,48,2,9,10,2,9,False,3520,150,521374,1397,20,203050,False,0,,0,1
no_memory,1,5,1,24,0.6866,0.8800,0.2872,0.8982,88.0,44,50,0,356.40,143.60,6,7,9,48,2,9,10,2,9,False,3520,150,525044,1395,20,204465,False,0,,0,1
no_memory,1,5,1,25,0.6763,0.8800,0.2614,0.8836,88.0,44,50,0,369.30,130.70,6,7,9,48,2,9,10,2,9,False,3532,150,528726,1395,20,205880,False,0,,0,1
no_memory,1,5,1,26,0.6449,0.8400,0.2286,0.8954,84.0,42,50,2,385.70,114.30,6,7,9,48,2,9,10,2,9,False,3530,150,532406,1397,20,207297,False,0,,0,1
no_memory,1,5,1,27,0.6324,0.8400,0.2028,0.8620,84.0,42,50,0,398.60,101.40,6,7,9,48,2,9,10,2,9,False,3520,150,536076,1395,20,208712,False,0,,0,1
no_memory,1,5,1,28,0.6150,0.8200,0.1700,0.8992,82.0,41,50,1,415.00,85.00,6,7,9,48,2,9,10,2,9,False,3520,150,539746,1397,20,210129,False,0,,0,1
no_memory,1,5,1,29,0.6076,0.8200,0.1442,0.9086,82.0,41,50,0,427.90,72.10,6,7,9,48,2,9,10,2,9,False,3522,150,543418,1395,20,211544,False,0,,0,1
no_memory,1,5,1,30,0.5981,0.8200,0.1214,0.8920,82.0,41,50,0,439.30,60.70,6,7,9,48,2,9,10,2,9,False,0,0,543418,0,0,211544,False,0,,0,1
no_tools,1,1,1,1,0.9854,1.0000,0.9875,0.9124,100.0,50,50,0,6.25,493.75,12,5,9,168,1,9,20,1,9,False,1237,92,2424,667,22,1312,False,0,,1,47
no_tools,1,1,1,2,0.9654,0.9800,0.9815,0.8543,98.0,49,50,1,9.25,490.75,12,5,9,168,1,9,20,1,9,False,1286,92,3802,676,22,2010,False,0,,2,98
no_tools,1,1,1,3,0.9582,0.9800,0.9755,0.8111,98.0,49,50,0,12.25,487.75,12,5,9,168,1,9,20,1,9,False,1326,92,5220,686,22,2718,False,1,3,2,101
no_tools,1,1,1,4,0.9435,0.9600,0.9695,0.7965,96.0,48,50,1,15.25,484.75,12,5,9,168,1,9,20,1,9,False,1341,92,6653,689,22,3429,False,1,3,3,154
no_tools,1,1,1,5,0.9262,0.9400,0.9635,0.7602,94.0,47,50,1,18.25,481.75,12,5,9,168,1,9,20,1,9,False,1345,92,8090,689,22,4140,False,1,3,4,207
no_tools,1,1,1,6,0.9193,0.9400,0.9525,0.7328,94.0,47,50,0,23.75,476.25,12,25,9,168,1,9,20,1,9,False,1442,81,9613,730,20,4890,False,2,6,2,103
no_tools,1,1,1,7,0.9246,0.9400,0.9425,0.8052,94.0,47,50,0,28.75,471.25,12,24,9,168,1,9,20,1,9,False,1448,93,11154,730,22,5642,False,2,6,3,153
no_tools,1,1,1,8,0.9096,0.9000,0.9312,0.8945,90.0,45,50,2,34.40,465.60,12,20,9,168,1,9,20,1,9,False,1483,82,12719,746,20,6408,False,2,6,4,205
no_tools,1,1,1,9,0.9055,0.9000,0.9222,0.8846,90.0,45,50,0,38.90,461.10,12,20,9,168,1,9,20,1,9,False,1562,93,14374,780,22,7210,False,3,9,2,104
no_tools,1,1,1,10,0.9023,0.9000,0.9132,0.8829,90.0,45,50,0,43.40,456.60,12,20,9,168,1,9,20,1,9,False,1572,93,16039,780,22,8012,False,3,9,3,156
no_tools,1,1,1,11,0.8881,0.8800,0.8992,0.8948,88.0,44,50,1,50.40,449.60,12,20,9,168,1,9,20,1,9,False,1575,82,17696,781,20,8813,False,3,9,4,209
no_tools,1,1,1,12,0.8855,0.8800,0.8902,0.8974,88.0,44,50,0,54.90,445.10,12,15,9,168,1,9,20,1,9,False,1523,82,19301,743,20,9576,False,4,12,2,104
no_tools,1,1,1,13,0.8842,0.8800,0.8822,0.9087,88.0,44,50,0,58.90,441.10,12,20,9,168,1,9,20,1,9,False,1601,93,20995,786,22,10384,False,4,12,3,156
no_tools,1,1,1,14,0.8785,0.8800,0.8732,0.8860,88.0,44,50,0,63.40,436.60,12,20,9,168,1,9,20,1,9,False,1606,93,22694,786,22,11192,False,4,12,4,208
no_tools,1,1,1,15,0.8746,0.8800,0.8627,0.8824,88.0,44,50,0,68.65,431.35,12,20,9,168,1,9,20,1,9,False,1614,93,24401,786,22,12000,False,5,15,2,104
no_tools,1,1,1,16,0.8579,0.8600,0.8487,0.8732,86.0,43,50,1,75.65,424.35,12,15,9,168,1,9,20,1,9,False,1537,93,26031,746,22,12768,False,5,15,3,157
no_tools,1,1,1,17,0.8543,0.8600,0.8407,0.8654,86.0,43,50,0,79.65,420.35,12,20,9,168,1,9,20,1,9,False,1605,93,27729,779,22,13569,False,5,15,4,209
no_tools,1,1,1,18,0.8517,0.8600,0.8317,0.8687,86.0,43,50,0,84.15,415.85,12,28,9,168,1,9,20,1,9,False,1508,93,29330,741,22,14332,False,6,18,2,104
no_tools,1,1,1,19,0.8419,0.8400,0.8211,0.9079,84.0,42,50,1,89.45,410.55,12,20,9,168,1,9,20,1,9,False,1590,93,31013,777,22,15131,False,6,18,3,157
no_tools,1,1,1,20,0.8393,0.8400,0.8121,0.9111,84.0,42,50,0,93.95,406.05,12,25,9,168,1,9,20,1,9,False,1538,93,32644,747,22,15900,False,6,18,4,209
no_tools,1,1,1,21,0.8338,0.8400,0.7971,0.9062,84.0,42,50,0,101.45,398.55,12,25,9,168,1,9,20,1,9,False,1582,93,34319,778,22,16700,False,7,21,2,104
no_tools,1,1,1,22,0.8296,0.8400,0.7856,0.9028,84.0,42,50,0,107.20,392.80,12,25,9,168,1,9,20,1,9,False,1593,93,36005,778,22,17500,False,7,21,3,156
no_tools,1,1,1,23,0.8267,0.8400,0.7756,0.9060,84.0,42,50,0,112.20,387.80,12,20,9,168,1,9,20,1,9,False,1546,82,37633,747,20,18267,False,7,21,4,210
no_tools,1,1,1,24,0.8231,0.8400,0.7666,0.9014,84.0,42,50,0,116.70,383.30,12,20,9,48,1,9,20,1,9,False,1568,92,39293,767,22,19056,False,8,24,2,108
no_tools,1,1,1,25,0.8192,0.8400,0.7561,0.8976,84.0,42,50,0,121.95,378.05,12,15,9,48,1,9,20,1,9,False,1640,92,41025,801,22,19879,False,8,24,3,162
no_tools,1,1,1,26,0.8045,0.8200,0.7431,0.9024,82.0,41,50,1,128.45,371.55,12,25,9,48,1,9,20,1,9,False,1562,81,42668,755,20,20654,False,8,24,4,217
no_tools,1,1,1,27,0.8022,0.8200,0.7316,0.9151,82.0,41,50,0,134.20,365.80,12,20,9,48,1,9,20,1,9,False,1641,92,44401,808,22,21484,False,9,27,2,109
no_tools,1,1,1,28,0.7987,0.8200,0.7226,0.9105,82.0,41,50,0,138.70,361.30,12,25,9,48,1,9,20,1,9,False,1633,92,46126,808,22,22314,False,9,27,3,163
no_tools,1,1,1,29,0.7843,0.8000,0.7111,0.9134,80.0,40,50,1,144.45,355.55,12,20,9,48,1,9,20,1,9,False,1557,92,47775,747,22,23083,False,9,27,4,218
no_tools,1,1,1,30,0.7804,0.8000,0.7021,0.9059,80.0,40,50,0,148.95,351.05,12,20,9,48,1,9,20,1,9,False,0,0,47775,0,0,23083,False,9,27,4,218
no_tools,1,2,1,1,0.9897,1.0000,0.9835,0.9594,100.0,50,50,0,8.25,491.75,12,25,9,48,1,9,20,1,9,False,1419,92,50496,704,22,24439,False,9,,1,45
no_tools,1,2,1,2,0.9865,1.0000,0.9735,0.9606,100.0,50,50,0,13.25,486.75,12,20,9,48,1,9,20,1,9,False,1462,92,52050,713,22,25174,False,9,,2,92
no_tools,1,2,1,3,0.9817,1.0000,0.9630,0.9492,100.0,50,50,0,18.50,481.50,12,18,9,48,1,9,20,1,9,False,1445,92,53587,709,22,25905,False,10,3,2,96
no_tools,1,2,1,4,0.9773,1.0000,0.9544,0.9361,100.0,50,50,0,22.80,477.20,12,17,9,48,1,9,20,1,9,False,1446,92,55125,709,22,26636,False,10,3,3,145
no_tools,1,2,1,5,0.9754,1.0000,0.9445,0.9476,100.0,50,50,0,27.75,472.25,12,16,9,48,1,9,20,1,9,False,1440,92,56657,708,22,27366,False,10,3,4,193
no_tools,1,2,1,6,0.9679,1.0000,0.9313,0.9213,100.0,50,50,0,34.35,465.65,12,16,9,120,1,9,20,1,9,False,1472,92,58221,727,22,28115,False,11,6,2,100
no_tools,1,2,1,7,0.9650,1.0000,0.9231,0.9201,100.0,50,50,0,38.45,461.55,12,15,9,120,1,9,20,1,9,False,1477,93,59791,726,22,28863,False,11,6,3,151
no_tools,1,2,1,8,0.9634,1.0000,0.9151,0.9287,100.0,50,50,0,42.45,457.55,12,25,9,120,1,9,20,1,9,False,1487,82,61360,734,20,29617,False,11,6,4,202
no_tools,1,2,1,9,0.9626,1.0000,0.9051,0.9490,100.0,50,50,0,47.45,452.55,12,25,9,120,1,9,20,1,9,False,1565,93,63018,760,22,30399,False,12,9,2,103
no_tools,1,2,1,10,0.9484,0.9800,0.8951,0.9502,98.0,49,50,1,52.45,447.55,12,25,9,120,1,9,20,1,9,False,1568,93,64679,760,22,31181,False,12,9,3,155
no_tools,1,2,1,11,0.9448,0.9800,0.8786,0.9659,98.0,49,50,0,60.70,439.30,12,20,9,120,1,9,20,1,9,False,1529,93,66301,744,22,31947,False,12,9,4,206
no_tools,1,2,1,12,0.9410,0.9800,0.8696,0.9584,98.0,49,50,0,65.20,434.80,12,21,9,120,1,9,20,1,9,False,1569,93,67963,763,22,32732,False,13,12,2,103
no_tools,1,2,1,13,0.9359,0.9800,0.8604,0.9418,98.0,49,50,0,69.80,430.20,12,30,9,120,1,9,20,1,9,False,1645,93,69701,797,22,33551,False,13,12,3,157
no_tools,1,2,1,14,0.9309,0.9800,0.8494,0.9298,98.0,49,50,0,75.30,424.70,12,25,9,120,1,9,20,1,9,False,1639,93,71433,797,22,34370,False,13,12,4,211
no_tools,1,2,1,15,0.9150,0.9600,0.8394,0.9167,96.0,48,50,1,80.30,419.70,12,29,9,120,1,9,20,1,9,False,1603,93,73129,773,22,35165,False,14,15,2,109
no_tools,1,2,1,16,0.8889,0.9200,0.8221,0.9300,92.0,46,50,2,88.95,411.05,12,28,9,120,1,9,20,1,9,False,1688,93,74910,822,22,36009,False,14,15,3,164
no_tools,1,2,1,17,0.8745,0.9000,0.8115,0.9306,90.0,45,50,1,94.25,405.75,12,29,9,120,1,9,20,1,9,False,1691,93,76694,822,22,36853,False,14,15,4,219
no_tools,1,2,1,18,0.8709,0.9000,0.8007,0.9303,90.0,45,50,0,99.65,400.35,12,25,9,120,1,9,20,1,9,False,1588,93,78375,769,22,37644,False,15,18,2,109
no_tools,1,2,1,19,0.8689,0.9000,0.7907,0.9412,90.0,45,50,0,104.65,395.35,12,24,9,120,1,9,20,1,9,False,1699,93,80167,824,22,38490,False,15,18,3,163
no_tools,1,2,1,20,0.8661,0.9000,0.7809,0.9453,90.0,45,50,0,109.55,390.45,12,23,9,120,1,9,20,1,9,False,1697,93,81957,824,22,39336,False,15,18,4,217
no_tools,1,2,1,21,0.8583,0.9000,0.7648,0.9246,90.0,45,50,0,117.60,382.40,12,29,9,120,1,9,20,1,9,False,1625,93,83675,776,22,40134,False,16,21,2,108
no_tools,1,2,1,22,0.8338,0.8600,0.7540,0.9331,86.0,43,50,2,123.00,377.00,12,28,9,120,1,9,20,1,9,False,1704,93,85472,826,22,40982,False,16,21,3,161
no_tools,1,2,1,23,0.8342,0.8600,0.7434,0.9654,86.0,43,50,0,128.30,371.70,12,27,9,120,1,9,20,1,9,False,1693,93,87258,825,22,41829,False,16,21,4,213
no_tools,1,2,1,24,0.8298,0.8600,0.7330,0.9580,86.0,43,50,0,133.50,366.50,12,25,9,120,1,9,20,1,9,False,1594,93,88945,772,22,42623,False,17,24,2,104
no_tools,1,2,1,25,0.8250,0.8600,0.7230,0.9449,86.0,43,50,0,138.50,361.50,12,24,9,120,1,9,20,1,9,False,1708,93,90746,831,22,43476,False,17,24,3,156
no_tools,1,2,1,26,0.8177,0.8600,0.7067,0.9289,86.0,43,50,0,146.65,353.35,12,23,9,120,1,9,20,1,9,False,1710,93,92549,831,22,44329,False,17,24,4,208
no_tools,1,2,1,27,0.8045,0.8400,0.6971,0.9371,84.0,42,50,1,151.45,348.55,12,25,9,120,1,9,20,1,9,False,1584,82,94215,758,20,45107,False,18,27,2,105
no_tools,1,2,1,28,0.8006,0.8400,0.6871,0.9322,84.0,42,50,0,156.45,343.55,12,20,9,120,1,9,20,1,9,False,1671,93,95979,815,22,45944,False,18,27,3,157
no_tools,1,2,1,29,0.7972,0.8400,0.6781,0.9283,84.0,42,50,0,160.95,339.05,12,20,9,120,1,9,20,1,9,False,1693,93,97765,818,22,46784,False,18,27,4,211
no_tools,1,2,1,30,0.7958,0.8400,0.6691,0.9415,84.0,42,50,0,165.45,334.55,12,20,9,120,1,9,20,1,9,False,0,0,97765,0,0,46784,False,18,27,4,211
no_tools,1,3,1,1,0.9785,0.9800,0.9835,0.9576,98.0,49,50,1,8.25,491.75,12,25,9,120,1,9,20,1,9,False,3874,171,103144,1583,20,49037,False,18,,1,47
no_tools,1,3,1,2,0.9628,0.9600,0.9735,0.9465,96.0,48,50,1,13.25,486.75,12,25,9,120,1,9,20,1,9,False,3952,172,107268,1599,20,50656,False,18,,2,96
no_tools,1,3,1,3,0.9566,0.9600,0.9635,0.9224,96.0,48,50,0,18.25,481.75,12,25,9,120,1,9,20,1,9,False,3883,179,111330,1585,22,52263,False,19,3,2,97
no_tools,1,3,1,4,0.9517,0.9600,0.9535,0.9090,96.0,48,50,0,23.25,476.75,12,25,9,120,1,9,20,1,9,False,3897,172,115399,1587,20,53870,False,19,3,3,146
no_tools,1,3,1,5,0.9380,0.9400,0.9435,0.9134,94.0,47,50,1,28.25,471.75,12,25,9,120,1,9,20,1,9,False,3899,178,119476,1589,22,55481,False,19,3,4,196
no_tools,1,3,1,6,0.9227,0.9200,0.9270,0.9229,92.0,46,50,1,36.50,463.50,12,26,9,120,1,9,20,1,9,False,3911,169,123556,1629,20,57130,False,20,6,2,100
no_tools,1,3,1,7,0.9213,0.9200,0.9168,0.9395,92.0,46,50,0,41.60,458.40,12,26,9,120,1,9,20,1,9,False,3942,172,127670,1631,20,58781,False,20,6,3,151
no_tools,1,3,1,8,0.9183,0.9200,0.9066,0.9426,92.0,46,50,0,46.70,453.30,12,25,9,120,1,9,20,1,9,False,3994,171,131835,1659,20,60460,False,20,6,4,202
no_tools,1,3,1,9,0.9142,0.9200,0.8966,0.9358,92.0,46,50,0,51.70,448.30,12,25,9,120,1,9,20,1,9,False,4144,172,136151,1729,20,62209,False,21,9,2,103
no_tools,1,3,1,10,0.9015,0.9000,0.8866,0.9497,90.0,45,50,1,56.70,443.30,12,25,9,120,1,9,20,1,9,False,4175,172,140498,1731,20,63960,False,21,9,3,156
no_tools,1,3,1,11,0.8863,0.8800,0.8701,0.9596,88.0,44,50,1,64.95,435.05,12,20,9,120,1,9,20,1,9,False,4091,172,144761,1683,20,65663,False,21,9,4,209
no_tools,1,3,1,12,0.8810,0.8800,0.8611,0.9399,88.0,44,50,0,69.45,430.55,12,25,9,120,1,9,20,1,9,False,4056,169,148986,1645,20,67328,False,22,12,2,107
no_tools,1,3,1,13,0.8771,0.8800,0.8511,0.9353,88.0,44,50,0,74.45,425.55,12,25,9,120,1,9,20,1,9,False,4110,171,153267,1665,20,69013,False,22,12,3,161
no_tools,1,3,1,14,0.8743,0.8800,0.8411,0.9396,88.0,44,50,0,79.45,420.55,12,25,9,120,1,9,20,1,9,False,4191,179,157637,1715,22,70750,False,22,12,4,215
no_tools,1,3,1,15,0.8710,0.8800,0.8311,0.9396,88.0,44,50,0,84.45,415.55,12,25,9,120,1,9,20,1,9,False,4199,177,162013,1715,22,72487,False,23,15,2,108
no_tools,1,3,1,16,0.8638,0.8800,0.8146,0.9245,88.0,44,50,0,92.70,407.30,12,24,9,120,1,9,20,1,9,False,4114,172,166299,1679,20,74186,False,23,15,3,162
no_tools,1,3,1,17,0.8638,0.8800,0.8048,0.9514,88.0,44,50,0,97.60,402.40,12,24,9,120,1,9,20,1,9,False,4269,178,170746,1749,22,75957,False,23,15,4,216
no_tools,1,3,1,18,0.8588,0.8800,0.7950,0.9370,88.0,44,50,0,102.50,397.50,9,24,9,120,1,9,20,1,9,False,4156,170,175072,1693,20,77670,False,24,18,2,108
no_tools,1,3,1,19,0.8343,0.8400,0.7828,0.9500,84.0,42,50,2,108.60,391.40,9,25,9,120,1,9,20,1,9,False,4137,171,179380,1665,20,79355,False,24,18,3,163
no_tools,1,3,1,20,0.8279,0.8400,0.7703,0.9309,84.0,42,50,0,114.85,385.15,9,25,9,120,1,9,20,1,9,False,4305,171,183856,1761,20,81136,False,24,18,4,217
no_tools,1,3,1,21,0.8218,0.8400,0.7538,0.9258,84.0,42,50,0,123.10,376.90,9,24,9,120,1,9,20,1,9,False,4301,171,188328,1761,20,82917,False,25,21,2,108
no_tools,1,3,1,22,0.8164,0.8400,0.7416,0.9138,84.0,42,50,0,129.20,370.80,9,20,9,120,1,9,20,1,9,False,4125,171,192624,1651,20,84588,False,25,21,3,162
no_tools,1,3,1,23,0.8014,0.8200,0.7306,0.9107,82.0,41,50,1,134.70,365.30,9,20,9,120,1,9,20,1,9,False,4268,170,197062,1721,20,86329,False,25,21,4,217
no_tools,1,3,1,24,0.7996,0.8200,0.7216,0.9204,82.0,41,50,0,139.20,360.80,9,20,9,120,1,9,20,1,9,False,4113,164,201339,1685,20,88034,False,26,24,2,109
no_tools,1,3,1,25,0.7854,0.8000,0.7106,0.9243,80.0,40,50,1,144.70,355.30,10,20,9,120,1,9,20,1,9,False,4170,172,205681,1685,20,89739,False,26,24,3,164
no_tools,1,3,1,26,0.7774,0.8000,0.6931,0.9056,80.0,40,50,0,153.45,346.55,10,20,9,120,1,9,20,1,9,False,4313,172,210166,1773,20,91532,False,26,24,4,218
no_tools,1,3,1,27,0.7647,0.7800,0.6841,0.9165,78.0,39,50,1,157.95,342.05,10,20,9,120,1,9,20,1,9,False,4323,178,214667,1775,22,93329,False,27,27,2,109
no_tools,1,3,1,28,0.7604,0.7800,0.6731,0.9110,78.0,39,50,0,163.45,336.55,10,25,9,120,1,9,20,1,9,False,4161,172,219000,1683,20,95032,False,27,27,3,163
no_tools,1,3,1,29,0.7574,0.7800,0.6631,0.9129,78.0,39,50,0,168.45,331.55,10,25,9,120,1,9,20,1,9,False,4319,179,223498,1771,22,96825,False,27,27,4,217
no_tools,1,3,1,30,0.7460,0.7600,0.6531,0.9375,76.0,38,50,1,173.45,326.55,10,25,9,120,1,9,20,1,9,False,0,0,223498,0,0,96825,False,27,27,4,217
no_tools,1,4,1,1,0.9878,1.0000,0.9835,0.9440,100.0,50,50,0,8.25,491.75,12,25,9,120,1,9,20,1,9,False,4066,190,229141,1668,20,99202,False,27,,1,47
no_tools,1,4,1,2,0.9839,1.0000,0.9735,0.9383,100.0,50,50,0,13.25,486.75,12,25,9,120,1,9,20,1,9,False,4132,199,233472,1680,22,100904,False,27,,2,95
