config,run,generation,attempt,day,fitness,yield,saving_ratio,healthiness,survival_pct,alive_count,initial_count,deaths_today,cost,saving,food_interval,food_quantity,food_location,probiotic_interval,probiotic_quantity,probiotic_location,oxygen_interval,oxygen_duration,oxygen_location,early_quit
full,1,1,3,1,0.9831,1.0000,0.9625,0.9620,100.0,49,49,0,18.75,481.25,6,20,9,24,2,9,5,3,9,False
full,1,1,3,2,0.9544,1.0000,0.8765,0.9594,100.0,49,49,0,61.75,438.25,6,24,9,24,1,9,6,3,9,False
full,1,1,3,3,0.9305,1.0000,0.8054,0.9559,100.0,49,49,0,97.30,402.70,6,10,9,24,1,9,7,3,9,False
full,1,1,3,4,0.9118,1.0000,0.7549,0.9388,100.0,49,49,0,122.55,377.45,8,10,9,24,1,9,4,1,9,False
full,1,1,3,5,0.8869,0.9796,0.7204,0.9196,98.0,48,49,1,139.80,360.20,10,5,9,24,1,9,8,2,9,False
full,1,1,3,6,0.8480,0.9388,0.6874,0.8740,93.9,46,49,2,156.30,343.70,5,20,9,24,4,9,6,3,9,False
full,1,1,3,7,0.8149,0.9184,0.6114,0.9000,91.8,45,49,1,194.30,305.70,8,10,9,24,1,9,8,2,9,False
full,1,1,3,8,0.8026,0.9184,0.5769,0.8926,91.8,45,49,0,211.55,288.45,2,15,9,24,2,9,6,2,9,False
full,1,1,3,9,0.7756,0.8980,0.5159,0.9286,89.8,44,49,1,242.05,257.95,3,10,9,48,1,9,9,2,9,False
full,1,1,3,10,0.7651,0.8980,0.4779,0.9456,89.8,44,49,0,261.05,238.95,1,15,9,24,2,9,3,2,9,False
full,1,1,3,11,0.7293,0.8980,0.3589,0.9750,89.8,44,49,0,320.55,179.45,4,15,9,24,2,9,12,2,9,False
full,1,1,3,12,0.7180,0.8980,0.3269,0.9689,89.8,44,49,0,336.55,163.45,3,8,9,24,2,9,8,2,9,False
full,1,1,3,13,0.7035,0.8980,0.2875,0.9563,89.8,44,49,0,356.25,143.75,8,10,9,48,1,9,20,1,9,False
full,1,1,3,14,0.6992,0.8980,0.2795,0.9427,89.8,44,49,0,360.25,139.75,2,10,9,24,2,9,8,2,9,False
full,1,1,3,15,0.6870,0.8980,0.2345,0.9642,89.8,44,49,0,382.75,117.25,2,10,9,24,1,9,8,2,9,False
full,1,1,3,16,0.6718,0.8980,0.1910,0.9576,89.8,44,49,0,404.50,95.50,5,30,9,24,1,9,16,2,9,False
full,1,1,3,17,0.6590,0.8980,0.1545,0.9509,89.8,44,49,0,422.75,77.25,12,20,9,24,3,9,16,4,9,False
full,1,1,3,18,0.6350,0.8776,0.1260,0.9231,87.8,43,49,1,437.00,63.00,4,10,9,24,2,9,6,3,9,False
full,1,1,3,19,0.6111,0.8776,0.0570,0.9132,87.8,43,49,0,471.50,28.50,6,10,9,24,1,9,8,4,9,False
full,1,1,3,20,0.0000,0.8776,0.0000,0.8979,87.8,43,49,0,501.75,0.00,6,10,9,24,1,9,8,4,9,False
full,1,2,3,1,0.8818,0.8163,0.9610,0.9642,100.0,40,40,0,19.50,480.50,5,18,9,144,1,9,8,2,9,False
full,1,2,3,2,0.8678,0.8163,0.9220,0.9544,100.0,40,40,0,39.00,461.00,6,25,9,144,3,9,8,1,9,False
full,1,2,3,3,0.8583,0.8163,0.8970,0.9445,100.0,40,40,0,51.50,448.50,3,15,9,144,3,9,8,2,9,False
full,1,2,3,4,0.8439,0.8163,0.8550,0.9399,100.0,40,40,0,72.50,427.50,8,10,9,48,1,9,20,1,9,False
full,1,2,3,5,0.8397,0.8163,0.8455,0.9307,100.0,40,40,0,77.25,422.75,12,20,9,24,1,9,12,4,9,False
full,1,2,3,6,0.8251,0.8163,0.8000,0.9341,100.0,40,40,0,100.00,400.00,8,20,9,24,1,9,10,2,9,False
full,1,2,3,7,0.8147,0.8163,0.7725,0.9231,100.0,40,40,0,113.75,386.25,8,20,9,24,1,9,6,3,9,False
full,1,2,3,8,0.7719,0.7755,0.7050,0.9394,95.0,38,40,2,147.50,352.50,8,10,9,48,1,9,20,1,9,False
full,1,2,3,9,0.7594,0.7551,0.6955,0.9547,92.5,37,40,1,152.25,347.75,1,10,9,24,2,9,8,2,9,False
full,1,2,3,10,0.7433,0.7551,0.6385,0.9770,92.5,37,40,0,180.75,319.25,4,10,9,24,3,9,8,4,9,False
full,1,2,3,11,0.7198,0.7551,0.5680,0.9754,92.5,37,40,0,216.00,284.00,6,10,9,24,2,9,6,2,9,False
full,1,2,3,12,0.7044,0.7551,0.5210,0.9766,92.5,37,40,0,239.50,260.50,6,18,9,48,1,9,15,2,9,False
full,1,2,3,13,0.6969,0.7551,0.5023,0.9655,92.5,37,40,0,248.85,251.15,4,20,9,24,3,9,16,4,9,False
full,1,2,3,14,0.6859,0.7551,0.4658,0.9739,92.5,37,40,0,267.10,232.90,3,20,9,24,2,9,4,1,9,False
full,1,2,3,15,0.6702,0.7551,0.4168,0.9775,92.5,37,40,0,291.60,208.40,8,20,9,24,2,9,16,3,9,False
full,1,2,3,16,0.6618,0.7551,0.3928,0.9738,92.5,37,40,0,303.60,196.40,2,15,9,24,1,9,6,3,9,False
full,1,2,3,17,0.6363,0.7551,0.3133,0.9800,92.5,37,40,0,343.35,156.65,3,10,9,24,1,9,2,2,9,False
full,1,2,3,18,0.5927,0.7551,0.1838,0.9726,92.5,37,40,0,408.10,91.90,12,7,9,24,3,9,12,2,9,False
full,1,2,3,19,0.5822,0.7551,0.1579,0.9562,92.5,37,40,0,421.05,78.95,8,10,9,48,1,9,20,1,9,False
full,1,2,3,20,0.5791,0.7551,0.1499,0.9528,92.5,37,40,0,425.05,74.95,2,15,9,24,2,9,12,2,9,False
full,1,2,3,21,0.5665,0.7551,0.1089,0.9605,92.5,37,40,0,445.55,54.45,2,10,9,24,1,9,6,4,9,False
full,1,2,3,22,0.5365,0.7551,0.0154,0.9672,92.5,37,40,0,492.30,7.70,1,15,9,24,1,9,20,2,9,False
full,1,2,3,23,0.0000,0.7551,0.0000,0.9681,92.5,37,40,0,500.55,0.00,1,15,9,24,1,9,20,2,9,False
full,1,3,2,1,0.9809,1.0000,0.9665,0.9329,100.0,49,49,0,16.75,483.25,8,10,9,48,1,9,20,1,9,False
full,1,3,2,2,0.9788,1.0000,0.9585,0.9374,100.0,49,49,0,20.75,479.25,8,10,9,48,1,9,20,1,9,False
full,1,3,2,3,0.9757,1.0000,0.9490,0.9375,100.0,49,49,0,25.50,474.50,6,20,9,24,3,9,4,1,9,False
full,1,3,2,4,0.9636,1.0000,0.9065,0.9537,100.0,49,49,0,46.75,453.25,2,5,9,24,1,9,8,4,9,False
full,1,3,2,5,0.9423,1.0000,0.8390,0.9618,100.0,49,49,0,80.50,419.50,8,10,9,48,1,9,20,1,9,False
full,1,3,2,6,0.9356,1.0000,0.8260,0.9415,100.0,49,49,0,87.00,413.00,3,25,9,24,4,9,10,4,9,False
full,1,3,2,7,0.9166,1.0000,0.7600,0.9654,100.0,49,49,0,120.00,380.00,2,15,9,24,2,9,8,3,9,False
full,1,3,2,8,0.8947,1.0000,0.6940,0.9641,100.0,49,49,0,153.00,347.00,6,10,9,24,1,9,8,2,9,False
full,1,3,2,9,0.8805,1.0000,0.6585,0.9431,100.0,49,49,0,170.75,329.25,2,10,9,24,1,9,8,2,9,False
full,1,3,2,10,0.8575,0.9796,0.6150,0.9648,98.0,48,49,1,192.50,307.50,1,10,9,24,1,9,8,2,9,False
full,1,3,2,11,0.8405,0.9796,0.5595,0.9755,98.0,48,49,0,220.25,279.75,4,15,9,24,1,9,12,2,9,False
full,1,3,2,12,0.8304,0.9796,0.5290,0.9758,98.0,48,49,0,235.50,264.50,8,25,9,24,3,9,12,2,9,False
full,1,3,2,13,0.8186,0.9796,0.4970,0.9649,98.0,48,49,0,251.50,248.50,12,25,9,24,2,9,16,4,9,False
full,1,3,2,14,0.8088,0.9796,0.4690,0.9607,98.0,48,49,0,265.50,234.50,8,10,9,48,1,9,20,1,9,False
full,1,3,2,15,0.8042,0.9796,0.4595,0.9482,98.0,48,49,0,270.25,229.75,3,10,9,24,2,9,8,2,9,False
full,1,3,2,16,0.7902,0.9796,0.4185,0.9444,98.0,48,49,0,290.75,209.25,4,10,9,24,2,9,2,2,9,False
full,1,3,2,17,0.7470,0.9796,0.2895,0.9392,98.0,48,49,0,355.25,144.75,6,15,9,24,1,9,10,2,9,False
full,1,3,2,18,0.7343,0.9796,0.2520,0.9362,98.0,48,49,0,374.00,126.00,6,15,9,24,2,9,4,2,9,False
full,1,3,2,19,0.7098,0.9796,0.1830,0.9221,98.0,48,49,0,408.50,91.50,1,5,9,24,1,9,8,2,9,False
full,1,3,2,20,0.6988,0.9796,0.1395,0.9497,98.0,48,49,0,430.25,69.75,4,15,9,24,2,9,8,2,9,False
full,1,3,2,21,0.6753,0.9592,0.0975,0.9634,95.9,47,49,1,451.25,48.75,4,10,9,24,2,9,12,2,9,False
full,1,3,2,22,0.6631,0.9592,0.0685,0.9416,95.9,47,49,0,465.75,34.25,8,15,9,24,1,9,4,2,9,False
full,1,3,2,23,0.6293,0.9388,0.0025,0.9344,93.9,46,49,1,498.75,1.25,8,10,9,48,1,9,20,1,9,False
full,1,3,2,24,0.0000,0.9388,0.0000,0.9282,93.9,46,49,0,502.25,0.00,8,10,9,48,1,9,20,1,9,False
full,1,4,1,1,0.9561,1.0000,0.8755,0.9770,100.0,49,49,0,62.25,437.75,6,5,9,24,1,9,12,3,9,False
full,1,4,1,2,0.9450,1.0000,0.8420,0.9762,100.0,49,49,0,79.00,421.00,8,10,9,48,1,9,20,1,9,False
full,1,4,1,3,0.9416,1.0000,0.8325,0.9740,100.0,49,49,0,83.75,416.25,2,20,8,24,1,9,4,2,9,False
full,1,4,1,4,0.9136,1.0000,0.7470,0.9754,100.0,49,49,0,126.50,373.50,2,10,9,24,1,9,6,2,9,False
full,1,4,1,5,0.8961,1.0000,0.6935,0.9774,100.0,49,49,0,153.25,346.75,4,5,9,24,2,9,8,2,9,False
full,1,4,1,6,0.8825,1.0000,0.6575,0.9624,100.0,49,49,0,171.25,328.75,1,12,9,24,2,9,1,4,9,False
full,1,4,1,7,0.8321,1.0000,0.5057,0.9603,100.0,49,49,0,247.15,252.85,2,15,9,24,1,9,16,1,9,False
full,1,4,1,8,0.8055,0.9796,0.4662,0.9407,98.0,48,49,1,266.90,233.10,3,15,9,24,2,9,6,2,9,False
full,1,4,1,9,0.7882,0.9796,0.4112,0.9476,98.0,48,49,0,294.40,205.60,3,10,9,24,2,9,5,2,9,False
full,1,4,1,10,0.7720,0.9796,0.3602,0.9533,98.0,48,49,0,319.90,180.10,10,15,9,24,1,9,6,4,9,False
full,1,4,1,11,0.7419,0.9796,0.2742,0.9383,98.0,48,49,0,362.90,137.10,6,20,9,24,3,9,8,2,9,False
full,1,4,1,12,0.7168,0.9592,0.2317,0.9397,95.9,47,49,1,384.15,115.85,4,12,9,24,2,9,8,2,9,False
full,1,4,1,13,0.6937,0.9388,0.1915,0.9513,93.9,46,49,1,404.25,95.75,6,10,9,24,2,9,6,2,9,False
full,1,4,1,14,0.6776,0.9388,0.1445,0.9469,93.9,46,49,0,427.75,72.25,2,15,9,24,2,9,6,3,9,False
full,1,4,1,15,0.6520,0.9388,0.0635,0.9556,93.9,46,49,0,468.25,31.75,12,30,9,24,1,9,15,4,9,False
full,1,4,1,16,0.6340,0.9388,0.0160,0.9369,93.9,46,49,0,492.00,8.00,4,30,9,24,1,9,12,2,9,False
full,1,4,1,17,0.0000,0.9388,0.0000,0.9432,93.9,46,49,0,500.75,0.00,4,30,9,24,1,9,12,2,9,False
full,1,5,2,1,0.9787,1.0000,0.9460,0.9711,100.0,49,49,0,27.00,473.00,4,15,9,24,1,9,6,3,9,False
full,1,5,2,2,0.9439,0.9796,0.8755,0.9681,98.0,48,49,1,62.25,437.75,4,20,9,48,1,9,4,2,9,False
full,1,5,2,3,0.9189,0.9796,0.8020,0.9621,98.0,48,49,0,99.00,401.00,8,20,9,48,1,9,10,2,9,False
full,1,5,2,4,0.9094,0.9796,0.7760,0.9547,98.0,48,49,0,112.00,388.00,2,25,9,48,1,9,5,4,9,False
full,1,5,2,5,0.8724,0.9796,0.6645,0.9527,98.0,48,49,0,167.75,332.25,4,10,9,24,3,9,8,2,9,False
full,1,5,2,6,0.8581,0.9796,0.6240,0.9454,98.0,48,49,0,188.00,312.00,6,15,9,24,2,9,12,2,9,False
full,1,5,2,7,0.8477,0.9796,0.5950,0.9378,98.0,48,49,0,202.50,297.50,8,20,9,24,2,9,10,2,9,False
full,1,5,2,8,0.8346,0.9796,0.5560,0.9358,98.0,48,49,0,222.00,278.00,12,10,9,24,2,9,4,2,9,False
full,1,5,2,9,0.8027,0.9592,0.4910,0.9425,95.9,47,49,1,254.50,245.50,6,15,9,24,2,9,12,2,9,False
full,1,5,2,10,0.7920,0.9592,0.4620,0.9331,95.9,47,49,0,269.00,231.00,3,15,9,24,2,9,8,2,9,False
full,1,5,2,11,0.7786,0.9592,0.4170,0.9453,95.9,47,49,0,291.50,208.50,2,10,9,48,1,9,2,1,9,False
full,1,5,2,12,0.7531,0.9592,0.3450,0.9305,95.9,47,49,0,327.50,172.50,4,20,9,24,2,9,6,3,9,False
full,1,5,2,13,0.7273,0.9592,0.2700,0.9219,95.9,47,49,0,365.00,135.00,4,8,9,24,1,9,12,1,9,False
full,1,5,2,14,0.7104,0.9388,0.2537,0.9197,93.9,46,49,1,373.15,126.85,8,30,9,24,1,9,6,4,9,False
full,1,5,2,15,0.6799,0.9388,0.1632,0.9140,93.9,46,49,0,418.40,81.60,8,10,9,48,1,9,20,1,9,False
full,1,5,2,16,0.6746,0.9388,0.1502,0.9055,93.9,46,49,0,424.90,75.10,6,10,9,24,1,9,12,2,9,False
full,1,5,2,17,0.6485,0.8980,0.1247,0.9452,89.8,44,49,2,437.65,62.35,4,5,9,24,1,9,8,2,9,False
full,1,5,2,18,0.6271,0.8776,0.0902,0.9556,87.8,43,49,1,454.90,45.10,4,5,9,24,1,9,8,2,9,True
no_planning,1,1,3,1,0.7738,0.6122,0.9685,0.9790,100.0,30,30,0,15.75,484.25,6,25,9,48,1,9,12,2,9,False
no_planning,1,1,3,2,0.7641,0.6122,0.9385,0.9802,100.0,30,30,0,30.75,469.25,8,15,9,24,1,9,8,4,9,False
no_planning,1,1,3,3,0.7420,0.6122,0.8725,0.9776,100.0,30,30,0,63.75,436.25,6,15,9,48,2,9,12,4,9,False
no_planning,1,1,3,4,0.7274,0.6122,0.8265,0.9825,100.0,30,30,0,86.75,413.25,6,25,9,48,1,9,20,2,9,False
no_planning,1,1,3,5,0.7208,0.6122,0.8050,0.9865,100.0,30,30,0,97.50,402.50,6,10,9,48,2,9,12,4,9,False
no_planning,1,1,3,6,0.7057,0.6122,0.7610,0.9817,100.0,30,30,0,119.50,380.50,2,5,9,48,1,9,8,2,9,False
no_planning,1,1,3,7,0.6930,0.6122,0.7235,0.9794,100.0,30,30,0,138.25,361.75,2,5,9,48,1,9,8,2,9,False
no_planning,1,1,3,8,0.6807,0.6122,0.6875,0.9755,100.0,30,30,0,156.25,343.75,2,8,9,24,1,9,6,2,9,False
no_planning,1,1,3,9,0.6636,0.6122,0.6364,0.9740,100.0,30,30,0,181.80,318.20,8,15,9,32,2,9,16,2,9,False
no_planning,1,1,3,10,0.6556,0.6122,0.6189,0.9556,100.0,30,30,0,190.55,309.45,6,30,9,48,1,9,8,2,9,False
no_planning,1,1,3,11,0.6427,0.6122,0.5754,0.9673,100.0,30,30,0,212.30,287.70,1,30,9,24,1,9,5,2,9,False
no_planning,1,1,3,12,0.6022,0.6122,0.4519,0.9696,100.0,30,30,0,274.05,225.95,4,25,9,48,1,9,8,2,9,False
no_planning,1,1,3,13,0.5859,0.6122,0.4054,0.9618,100.0,30,30,0,297.30,202.70,2,5,9,24,1,9,8,3,9,False
no_planning,1,1,3,14,0.5694,0.6122,0.3529,0.9687,100.0,30,30,0,323.55,176.45,8,10,9,48,1,9,16,2,9,False
no_planning,1,1,3,15,0.5602,0.6122,0.3284,0.9595,100.0,30,30,0,335.80,164.20,8,9,9,24,2,9,6,3,9,False
no_planning,1,1,3,16,0.5372,0.6122,0.2627,0.9485,100.0,30,30,0,368.65,131.35,12,10,9,24,1,9,15,4,9,False
no_planning,1,1,3,17,0.5257,0.6122,0.2242,0.9582,100.0,30,30,0,387.90,112.10,4,10,9,24,2,9,8,4,9,False
no_planning,1,1,3,18,0.5016,0.6122,0.1552,0.9469,100.0,30,30,0,422.40,77.60,2,30,9,168,1,9,6,2,9,False
no_planning,1,1,3,19,0.4786,0.6122,0.0792,0.9645,100.0,30,30,0,460.40,39.60,2,8,9,24,2,9,6,3,9,False
no_planning,1,1,3,20,0.4542,0.6122,0.0066,0.9606,100.0,30,30,0,496.70,3.30,4,25,9,48,1,9,8,2,9,False
no_planning,1,1,3,21,0.0000,0.6122,0.0000,0.9594,100.0,30,30,0,501.20,0.00,4,25,9,48,1,9,8,2,9,False
no_planning,1,2,3,1,0.7606,0.6122,0.9265,0.9840,100.0,30,30,0,36.75,463.25,3,15,9,24,1,9,6,4,9,False
no_planning,1,2,3,2,0.7302,0.6122,0.8330,0.9882,100.0,30,30,0,83.50,416.50,3,10,9,24,1,9,6,4,9,False
no_planning,1,2,3,3,0.7005,0.6122,0.7435,0.9865,100.0,30,30,0,128.25,371.75,6,10,9,24,1,9,8,2,9,False
no_planning,1,2,3,4,0.6865,0.6122,0.7080,0.9678,100.0,30,30,0,146.00,354.00,4,10,9,24,1,9,8,2,9,False
no_planning,1,2,3,5,0.6738,0.6122,0.6705,0.9653,100.0,30,30,0,164.75,335.25,2,8,9,32,1,9,16,4,9,False
no_planning,1,2,3,6,0.6531,0.5918,0.6394,0.9717,96.7,29,30,1,180.30,319.70,4,15,9,48,1,9,8,2,9,False
no_planning,1,2,3,7,0.6412,0.5918,0.5989,0.9838,96.7,29,30,0,200.55,299.45,6,15,9,30,1,9,8,2,9,False
no_planning,1,2,3,8,0.6290,0.5918,0.5614,0.9852,96.7,29,30,0,219.30,280.70,10,30,9,48,1,9,6,4,9,False
no_planning,1,2,3,9,0.5994,0.5918,0.4739,0.9790,96.7,29,30,0,263.05,236.95,9,14,9,24,1,9,6,2,9,False
no_planning,1,2,3,10,0.5829,0.5918,0.4282,0.9673,96.7,29,30,0,285.90,214.10,4,30,9,24,1,9,8,3,9,False
no_planning,1,2,3,11,0.5635,0.5918,0.3637,0.9833,96.7,29,30,0,318.15,181.85,6,15,9,24,1,9,15,4,9,False
no_planning,1,2,3,12,0.5497,0.5918,0.3212,0.9847,96.7,29,30,0,339.40,160.60,8,25,9,24,4,9,16,2,9,False
no_planning,1,2,3,13,0.5361,0.5918,0.2877,0.9640,96.7,29,30,0,356.15,143.85,12,5,9,48,1,9,16,4,9,False
no_planning,1,2,3,14,0.5269,0.5918,0.2667,0.9449,96.7,29,30,0,366.65,133.35,12,30,9,24,1,9,20,4,9,False
no_planning,1,2,3,15,0.5190,0.5918,0.2392,0.9542,96.7,29,30,0,380.40,119.60,8,15,9,24,1,9,15,2,9,False
no_planning,1,2,3,16,0.5105,0.5918,0.2132,0.9550,96.7,29,30,0,393.40,106.60,6,18,9,24,1,9,12,2,9,False
no_planning,1,2,3,17,0.5036,0.5918,0.1845,0.9768,96.7,29,30,0,407.75,92.25,6,17,9,24,3,9,8,2,9,False
no_planning,1,2,3,18,0.4889,0.5918,0.1432,0.9676,96.7,29,30,0,428.40,71.60,3,15,9,24,1,9,6,2,9,False
no_planning,1,2,3,19,0.4730,0.5918,0.0897,0.9823,96.7,29,30,0,455.15,44.85,8,25,9,48,1,9,8,2,9,False
no_planning,1,2,3,20,0.4608,0.5918,0.0522,0.9841,96.7,29,30,0,473.90,26.10,8,7,9,48,1,9,16,2,9,False
no_planning,1,2,3,21,0.4512,0.5918,0.0286,0.9688,96.7,29,30,0,485.70,14.30,8,30,9,24,1,9,5,1,9,False
no_planning,1,2,3,22,0.0000,0.5918,0.0000,0.9875,96.7,29,30,0,500.95,0.00,8,30,9,24,1,9,5,1,9,False
no_planning,1,3,3,1,0.9865,1.0000,0.9710,0.9671,100.0,49,49,0,14.50,485.50,3,20,9,24,1,9,4,2,9,False
no_planning,1,3,3,2,0.9621,1.0000,0.8935,0.9767,100.0,49,49,0,53.25,446.75,2,20,9,24,2,9,5,1,9,False
no_planning,1,3,3,3,0.9456,1.0000,0.8415,0.9825,100.0,49,49,0,79.25,420.75,2,20,9,24,1,9,5,1,9,False
no_planning,1,3,3,4,0.9291,1.0000,0.7910,0.9842,100.0,49,49,0,104.50,395.50,3,20,9,24,1,9,4,1,9,False
no_planning,1,3,3,5,0.9127,1.0000,0.7435,0.9776,100.0,49,49,0,128.25,371.75,2,20,9,24,1,9,5,1,9,False
no_planning,1,3,3,6,0.8971,1.0000,0.6930,0.9870,100.0,49,49,0,153.50,346.50,4,25,9,48,1,9,8,2,9,False
no_planning,1,3,3,7,0.8815,1.0000,0.6465,0.9842,100.0,49,49,0,176.75,323.25,4,25,9,96,1,9,8,2,9,False
no_planning,1,3,3,8,0.8662,1.0000,0.6015,0.9805,100.0,49,49,0,199.25,300.75,4,25,9,48,1,9,8,2,9,False
no_planning,1,3,3,9,0.8510,1.0000,0.5550,0.9821,100.0,49,49,0,222.50,277.50,6,15,9,24,2,9,10,2,9,False
no_planning,1,3,3,10,0.8401,1.0000,0.5260,0.9713,100.0,49,49,0,237.00,263.00,8,6,9,36,1,9,12,4,9,False
no_planning,1,3,3,11,0.8247,1.0000,0.4827,0.9615,100.0,49,49,0,258.65,241.35,8,15,9,24,2,9,10,2,9,False
no_planning,1,3,3,12,0.8152,1.0000,0.4552,0.9584,100.0,49,49,0,272.40,227.60,8,25,9,48,1,9,8,2,9,False
no_planning,1,3,3,13,0.7926,0.9796,0.4162,0.9710,98.0,48,49,1,291.90,208.10,6,25,9,24,1,9,15,2,9,False
no_planning,1,3,3,14,0.7838,0.9796,0.3847,0.9837,98.0,48,49,0,307.65,192.35,4,25,9,24,3,9,8,2,9,False
no_planning,1,3,3,15,0.7686,0.9796,0.3352,0.9933,98.0,48,49,0,332.40,167.60,8,25,9,24,3,9,20,4,9,False
no_planning,1,3,3,16,0.7507,0.9796,0.2832,0.9873,98.0,48,49,0,358.40,141.60,1,20,9,24,2,9,4,2,9,False
no_planning,1,3,3,17,0.7145,0.9796,0.1722,0.9909,98.0,48,49,0,413.90,86.10,8,25,9,24,1,9,10,2,9,False
no_planning,1,3,3,18,0.7000,0.9796,0.1332,0.9774,98.0,48,49,0,433.40,66.60,12,5,9,24,1,9,12,4,9,False
no_planning,1,3,3,19,0.6862,0.9796,0.0907,0.9788,98.0,48,49,0,454.65,45.35,8,20,9,24,2,9,12,2,9,False
no_planning,1,3,3,20,0.6770,0.9796,0.0617,0.9822,98.0,48,49,0,469.15,30.85,8,25,9,24,2,9,8,2,9,False
no_planning,1,3,3,21,0.6631,0.9796,0.0212,0.9777,98.0,48,49,0,489.40,10.60,12,5,9,24,1,9,6,2,9,False
no_planning,1,3,3,22,0.0000,0.9796,0.0000,0.9632,98.0,48,49,0,500.40,0.00,12,5,9,24,1,9,6,2,9,False
no_planning,1,4,3,1,0.7695,0.6122,0.9652,0.9520,100.0,30,30,0,17.40,482.60,6,15,9,24,2,9,4,2,9,False
no_planning,1,4,3,2,0.7495,0.6122,0.8962,0.9753,100.0,30,30,0,51.90,448.10,6,15,9,24,1,9,4,1,9,False
no_planning,1,4,3,3,0.7378,0.6122,0.8587,0.9808,100.0,30,30,0,70.65,429.35,6,15,9,24,2,9,4,2,9,False
no_planning,1,4,3,4,0.7140,0.6122,0.7897,0.9726,100.0,30,30,0,105.15,394.85,6,15,9,24,2,9,4,2,9,False
no_planning,1,4,3,5,0.6924,0.6122,0.7207,0.9822,100.0,30,30,0,139.65,360.35,6,15,9,24,1,9,4,1,9,False
no_planning,1,4,3,6,0.6791,0.6122,0.6832,0.9746,100.0,30,30,0,158.40,341.60,6,15,9,24,1,9,8,4,9,False
no_planning,1,4,3,7,0.6558,0.6122,0.6157,0.9661,100.0,30,30,0,192.15,307.85,6,15,9,24,1,9,8,4,9,False
no_planning,1,4,3,8,0.6339,0.6122,0.5482,0.9690,100.0,30,30,0,225.90,274.10,8,25,9,24,2,9,8,2,9,False
no_planning,1,4,3,9,0.6225,0.6122,0.5077,0.9853,100.0,30,30,0,246.15,253.85,8,20,9,24,3,9,6,4,9,False
no_planning,1,4,3,10,0.5917,0.6122,0.4172,0.9771,100.0,30,30,0,291.40,208.60,6,20,9,24,2,9,12,2,9,False
no_planning,1,4,3,11,0.5824,0.6122,0.3862,0.9852,100.0,30,30,0,306.90,193.10,4,30,9,24,2,9,5,2,9,False
no_planning,1,4,3,12,0.5590,0.6122,0.3152,0.9854,100.0,30,30,0,342.40,157.60,3,25,9,24,1,9,8,2,9,False
no_planning,1,4,3,13,0.5416,0.6122,0.2637,0.9821,100.0,30,30,0,368.15,131.85,8,25,9,24,2,9,8,2,9,False
no_planning,1,4,3,14,0.5258,0.6122,0.2232,0.9618,100.0,30,30,0,388.40,111.60,4,20,9,48,1,9,6,3,9,False
no_planning,1,4,3,15,0.4980,0.6122,0.1497,0.9320,100.0,30,30,0,425.15,74.85,4,20,9,24,1,9,8,3,9,False
no_planning,1,4,3,16,0.4795,0.6122,0.0912,0.9388,100.0,30,30,0,454.40,45.60,4,20,9,24,1,9,8,3,9,True
no_planning,1,5,3,1,0.7509,0.6122,0.8995,0.9776,100.0,30,30,0,50.25,449.75,3,20,9,24,1,9,20,4,9,False
no_planning,1,5,3,2,0.7399,0.6122,0.8620,0.9891,100.0,30,30,0,69.00,431.00,8,30,9,24,1,9,16,4,9,False
no_planning,1,5,3,3,0.7227,0.6122,0.8115,0.9848,100.0,30,30,0,94.25,405.75,6,15,9,24,1,9,10,3,9,False
no_planning,1,5,3,4,0.7084,0.6122,0.7740,0.9689,100.0,30,30,0,113.00,387.00,8,25,9,24,1,9,16,3,9,False
no_planning,1,5,3,5,0.6957,0.6122,0.7350,0.9699,100.0,30,30,0,132.50,367.50,4,20,9,24,3,9,6,4,9,False
no_planning,1,5,3,6,0.6651,0.6122,0.6385,0.9807,100.0,30,30,0,180.75,319.25,4,20,9,24,1,9,10,4,9,False
no_planning,1,5,3,7,0.6478,0.6122,0.5850,0.9833,100.0,30,30,0,207.50,292.50,2,10,9,24,1,9,5,3,9,False
no_planning,1,5,3,8,0.6211,0.6122,0.5015,0.9906,100.0,30,30,0,249.25,250.75,4,25,9,24,3,9,20,4,9,False
no_planning,1,5,3,9,0.6053,0.6122,0.4570,0.9816,100.0,30,30,0,271.50,228.50,4,15,9,48,1,9,8,4,9,False
no_planning,1,5,3,10,0.5821,0.6122,0.3880,0.9780,100.0,30,30,0,306.00,194.00,6,15,9,24,2,9,8,2,9,False
no_planning,1,5,3,11,0.5712,0.6122,0.3490,0.9945,100.0,30,30,0,325.50,174.50,8,20,9,24,3,9,16,4,9,False
no_planning,1,5,3,12,0.5453,0.6122,0.3185,0.8618,100.0,30,30,0,340.75,159.25,6,15,9,24,2,9,8,3,9,False
no_planning,1,5,3,13,0.5095,0.5918,0.2645,0.8061,96.7,29,30,1,367.75,132.25,2,25,9,24,2,9,6,2,9,False
no_planning,1,5,3,14,0.4876,0.5918,0.1915,0.8243,96.7,29,30,0,404.25,95.75,3,20,9,24,1,9,5,2,9,False
no_planning,1,5,3,15,0.4720,0.5918,0.1340,0.8526,96.7,29,30,0,433.00,67.00,12,15,9,24,1,9,20,3,9,False
no_planning,1,5,3,16,0.4640,0.5918,0.0995,0.8806,96.7,29,30,0,450.25,49.75,3,20,9,24,1,9,4,1,9,False
