config,run,generation,attempt,day,fitness,yield,saving_ratio,healthiness,survival_pct,alive_count,initial_count,deaths_today,cost,saving,food_interval,food_quantity,food_location,probiotic_interval,probiotic_quantity,probiotic_location,oxygen_interval,oxygen_duration,oxygen_location,early_quit
no_obs,1,2,1,15,0.8220,0.8980,0.7055,0.7941,89.8,44,49,0,147.25,352.75,8,10,9,48,1,9,20,1,9,False
no_obs,1,2,1,16,0.7881,0.8367,0.6925,0.8282,83.7,41,49,3,153.75,346.25,8,15,9,24,1,9,20,1,9,False
no_obs,1,2,1,17,0.7789,0.8163,0.6815,0.8750,81.6,40,49,1,159.25,340.75,9,15,9,24,1,9,20,1,9,False
no_obs,1,2,1,18,0.7736,0.8163,0.6720,0.8568,81.6,40,49,0,164.00,336.00,9,15,9,24,1,9,20,1,9,False
no_obs,1,2,1,19,0.7497,0.7755,0.6610,0.8753,77.6,38,49,2,169.50,330.50,9,15,9,24,1,9,20,1,9,False
no_obs,1,2,1,20,0.7511,0.7755,0.6500,0.9173,77.6,38,49,0,175.00,325.00,8,15,9,24,1,9,20,1,9,False
no_obs,1,2,1,21,0.7470,0.7755,0.6340,0.9269,77.6,38,49,0,183.00,317.00,8,15,9,24,1,9,20,1,9,False
no_obs,1,2,1,22,0.7416,0.7755,0.6230,0.9120,77.6,38,49,0,188.50,311.50,8,14,9,24,1,9,20,1,9,False
no_obs,1,2,1,23,0.7374,0.7755,0.6123,0.9071,77.6,38,49,0,193.85,306.15,9,13,9,24,1,9,20,1,9,False
no_obs,1,2,1,24,0.7341,0.7755,0.6032,0.9045,77.6,38,49,0,198.40,301.60,9,14,9,24,1,9,20,1,9,False
no_obs,1,2,1,25,0.7300,0.7755,0.5925,0.8995,77.6,38,49,0,203.75,296.25,9,14,9,24,1,9,20,1,9,False
no_obs,1,2,1,26,0.7215,0.7755,0.5768,0.8720,77.6,38,49,0,211.60,288.40,9,14,9,24,1,9,20,1,9,False
no_obs,1,2,1,27,0.7063,0.7551,0.5675,0.8640,75.5,37,49,1,216.25,283.75,9,14,9,24,1,9,20,1,9,False
no_obs,1,2,1,28,0.7054,0.7551,0.5568,0.8864,75.5,37,49,0,221.60,278.40,9,14,9,24,1,9,20,1,9,False
no_obs,1,2,1,29,0.6941,0.7347,0.5461,0.9150,73.5,36,49,1,226.95,273.05,10,14,9,48,1,9,20,1,9,False
no_obs,1,2,1,30,0.6898,0.7347,0.5383,0.9010,73.5,36,49,0,230.85,269.15,10,14,9,48,1,9,20,1,9,False
no_obs,1,3,3,1,0.8883,0.8163,0.9855,0.9507,100.0,40,40,0,7.25,492.75,6,20,9,48,1,9,15,1,9,False
no_obs,1,3,3,2,0.8830,0.8163,0.9675,0.9561,100.0,40,40,0,16.25,483.75,6,20,9,48,1,9,15,1,9,False
no_obs,1,3,3,3,0.8805,0.8163,0.9530,0.9754,100.0,40,40,0,23.50,476.50,6,20,9,48,1,9,15,1,9,False
no_obs,1,3,3,4,0.8731,0.8163,0.9350,0.9631,100.0,40,40,0,32.50,467.50,6,20,9,48,1,9,15,1,9,False
no_obs,1,3,3,5,0.8688,0.8163,0.9205,0.9675,100.0,40,40,0,39.75,460.25,6,20,9,48,1,9,15,1,9,False
no_obs,1,3,3,6,0.8630,0.8163,0.9025,0.9680,100.0,40,40,0,48.75,451.25,9,20,9,48,1,9,15,1,9,False
no_obs,1,3,3,7,0.8565,0.8163,0.8850,0.9624,100.0,40,40,0,57.50,442.50,9,20,9,24,1,9,15,1,9,False
no_obs,1,3,3,8,0.8524,0.8163,0.8725,0.9621,100.0,40,40,0,63.75,436.25,9,20,9,24,1,9,15,1,9,False
no_obs,1,3,3,9,0.8467,0.8163,0.8570,0.9576,100.0,40,40,0,71.50,428.50,9,20,9,24,1,9,8,2,0,False
no_obs,1,3,3,10,0.8360,0.8163,0.8195,0.9713,100.0,40,40,0,90.25,409.75,12,10,9,72,1,9,8,2,9,False
no_obs,1,3,3,11,0.8205,0.8163,0.7875,0.9304,100.0,40,40,0,106.25,393.75,12,10,9,72,1,9,8,2,9,False
no_obs,1,3,3,12,0.8098,0.8163,0.7555,0.9289,100.0,40,40,0,122.25,377.75,8,6,9,96,1,9,8,2,9,False
no_obs,1,3,3,13,0.7964,0.8163,0.7222,0.9087,100.0,40,40,0,138.90,361.10,9,6,9,168,1,9,8,2,9,False
no_obs,1,3,3,14,0.7849,0.8163,0.6904,0.9009,100.0,40,40,0,154.80,345.20,10,6,9,168,1,9,8,2,9,False
no_obs,1,3,3,15,0.7713,0.8163,0.6577,0.8773,100.0,40,40,0,171.15,328.85,12,5,9,168,1,9,20,2,9,False
no_obs,1,3,3,16,0.7619,0.8163,0.6367,0.8570,100.0,40,40,0,181.65,318.35,12,5,9,168,1,9,20,2,9,False
no_obs,1,3,3,17,0.7523,0.8163,0.6257,0.8070,100.0,40,40,0,187.15,312.85,12,5,9,168,1,9,20,2,9,False
no_obs,1,3,3,18,0.7437,0.8163,0.6147,0.7653,100.0,40,40,0,192.65,307.35,8,5,9,168,1,9,20,2,9,False
no_obs,1,3,3,19,0.7430,0.8163,0.6032,0.7918,100.0,40,40,0,198.40,301.60,8,6,9,24,1,9,15,2,9,False
no_obs,1,3,3,20,0.7408,0.8163,0.5899,0.8098,100.0,40,40,0,205.05,294.95,8,6,9,30,1,9,15,2,9,False
no_obs,1,3,3,21,0.7335,0.8163,0.5666,0.8131,100.0,40,40,0,216.70,283.30,10,6,9,48,1,9,15,2,9,False
no_obs,1,3,3,22,0.7260,0.8163,0.5454,0.8083,100.0,40,40,0,227.30,272.70,10,6,9,48,1,9,15,2,9,False
no_obs,1,3,3,23,0.7213,0.8163,0.5321,0.8065,100.0,40,40,0,233.95,266.05,8,6,9,48,1,9,15,2,9,False
no_obs,1,3,3,24,0.7155,0.8163,0.5103,0.8176,100.0,40,40,0,244.85,255.15,8,7,9,48,1,9,15,2,9,False
no_obs,1,3,3,25,0.7067,0.8163,0.4967,0.7818,100.0,40,40,0,251.65,248.35,8,7,9,48,1,9,15,2,9,False
no_obs,1,3,3,26,0.6883,0.7959,0.4746,0.7823,97.5,39,40,1,262.70,237.30,8,7,9,48,1,9,15,2,9,False
no_obs,1,3,3,27,0.6766,0.7959,0.4510,0.7502,97.5,39,40,0,274.50,225.50,10,6,9,48,1,9,15,2,9,False
no_obs,1,3,3,28,0.6595,0.7755,0.4392,0.7339,95.0,38,40,1,280.40,219.60,10,5,9,48,1,9,15,2,9,False
no_obs,1,3,3,29,0.6479,0.7755,0.4167,0.6992,95.0,38,40,0,291.65,208.35,8,5,9,48,1,9,15,2,9,False
no_obs,1,3,3,30,0.6114,0.7143,0.4052,0.7065,87.5,35,40,3,297.40,202.60,8,5,9,48,1,9,15,2,9,False
no_obs,1,4,3,1,0.9852,1.0000,0.9773,0.9387,100.0,49,49,0,11.35,488.65,6,8,9,24,3,9,10,1,9,False
no_obs,1,4,3,2,0.9784,1.0000,0.9596,0.9312,100.0,49,49,0,20.20,479.80,6,8,9,24,3,9,10,1,9,False
no_obs,1,4,3,3,0.9729,1.0000,0.9369,0.9481,100.0,49,49,0,31.55,468.45,6,8,9,24,3,9,10,1,9,False
no_obs,1,4,3,4,0.9653,1.0000,0.9192,0.9328,100.0,49,49,0,40.40,459.60,6,8,9,24,2,9,10,1,9,False
no_obs,1,4,3,5,0.9497,0.9796,0.9030,0.9407,98.0,48,49,1,48.50,451.50,6,8,9,24,2,9,10,1,9,False
no_obs,1,4,3,6,0.9405,0.9796,0.8818,0.9230,98.0,48,49,0,59.10,440.90,6,8,9,24,2,9,8,1,9,False
no_obs,1,4,3,7,0.9336,0.9796,0.8606,0.9235,98.0,48,49,0,69.70,430.30,6,8,9,24,2,9,8,1,9,False
no_obs,1,4,3,8,0.9260,0.9796,0.8394,0.9189,98.0,48,49,0,80.30,419.70,6,8,9,36,2,9,8,1,9,False
no_obs,1,4,3,9,0.9195,0.9796,0.8212,0.9140,98.0,48,49,0,89.40,410.60,6,8,9,36,2,9,8,1,9,False
no_obs,1,4,3,10,0.9018,0.9592,0.8000,0.9184,95.9,47,49,1,100.00,400.00,4,8,9,36,2,9,8,1,9,False
no_obs,1,4,3,11,0.8966,0.9592,0.7772,0.9384,95.9,47,49,0,111.40,388.60,3,12,9,24,2,9,8,1,9,False
no_obs,1,4,3,12,0.8903,0.9592,0.7496,0.9613,95.9,47,49,0,125.20,374.80,3,12,9,24,2,9,8,1,9,False
no_obs,1,4,3,13,0.8819,0.9592,0.7220,0.9672,95.9,47,49,0,139.00,361.00,6,24,9,24,4,9,8,1,9,False
no_obs,1,4,3,14,0.8606,0.9388,0.6914,0.9675,93.9,46,49,1,154.30,345.70,8,5,9,24,4,9,8,1,9,False
no_obs,1,4,3,15,0.8495,0.9388,0.6689,0.9368,93.9,46,49,0,165.55,334.45,7,5,9,24,4,9,8,1,9,False
no_obs,1,4,3,16,0.8262,0.9184,0.6464,0.8984,91.8,45,49,1,176.80,323.20,8,5,9,24,4,9,8,1,9,False
no_obs,1,4,3,17,0.8165,0.9184,0.6239,0.8791,91.8,45,49,0,188.05,311.95,8,5,9,24,4,9,8,1,9,False
no_obs,1,4,3,18,0.8084,0.9184,0.6014,0.8740,91.8,45,49,0,199.30,300.70,8,5,9,24,4,9,8,1,9,False
no_obs,1,4,3,19,0.8025,0.9184,0.5789,0.8862,91.8,45,49,0,210.55,289.45,8,10,9,48,1,9,20,1,9,False
no_obs,1,4,3,20,0.8034,0.9184,0.5709,0.9162,91.8,45,49,0,214.55,285.45,8,10,9,48,1,9,20,1,9,False
no_obs,1,4,3,21,0.7972,0.9184,0.5564,0.9039,91.8,45,49,0,221.80,278.20,8,7,9,64,1,9,20,1,9,False
no_obs,1,4,3,22,0.7966,0.9184,0.5478,0.9224,91.8,45,49,0,226.10,273.90,9,7,9,64,1,9,20,1,9,False
no_obs,1,4,3,23,0.7931,0.9184,0.5407,0.9131,91.8,45,49,0,229.65,270.35,9,7,9,144,1,9,20,1,9,False
no_obs,1,4,3,24,0.7649,0.8776,0.5343,0.8826,87.8,43,49,2,232.85,267.15,8,10,9,48,1,9,20,1,9,False
no_obs,1,4,3,25,0.7508,0.8571,0.5248,0.8853,85.7,42,49,1,237.60,262.40,6,10,9,48,1,9,20,1,9,False
no_obs,1,4,3,26,0.7471,0.8571,0.5108,0.8922,85.7,42,49,0,244.60,255.40,6,10,9,48,1,9,15,1,9,False
no_obs,1,4,3,27,0.7444,0.8571,0.4953,0.9129,85.7,42,49,0,252.35,247.65,6,10,9,48,1,9,15,1,9,False
no_obs,1,4,3,28,0.7419,0.8571,0.4863,0.9164,85.7,42,49,0,256.85,243.15,8,10,9,48,1,9,15,1,9,False
no_obs,1,4,3,29,0.7375,0.8571,0.4718,0.9198,85.7,42,49,0,264.10,235.90,8,10,9,24,1,9,15,1,9,False
no_obs,1,4,3,30,0.7335,0.8571,0.4623,0.9122,85.7,42,49,0,268.85,231.15,8,10,9,24,1,9,15,1,9,False
no_obs,1,5,3,1,0.9888,1.0000,0.9855,0.9467,100.0,49,49,0,7.25,492.75,8,10,9,48,1,9,20,1,9,False
no_obs,1,5,3,2,0.9866,1.0000,0.9775,0.9499,100.0,49,49,0,11.25,488.75,9,10,9,48,1,9,20,1,9,False
no_obs,1,5,3,3,0.9806,1.0000,0.9690,0.9233,100.0,49,49,0,15.50,484.50,8,9,9,48,1,9,20,1,9,False
no_obs,1,5,3,4,0.9800,1.0000,0.9613,0.9395,100.0,49,49,0,19.35,480.65,8,9,9,48,1,9,20,1,9,False
no_obs,1,5,3,5,0.9741,1.0000,0.9521,0.9159,100.0,49,49,0,23.95,476.05,8,9,9,48,1,9,20,1,9,False
no_obs,1,5,3,6,0.9657,1.0000,0.9394,0.8809,100.0,49,49,0,30.30,469.70,9,9,9,48,1,9,20,1,9,False
no_obs,1,5,3,7,0.9521,0.9796,0.9302,0.8860,98.0,48,49,1,34.90,465.10,9,10,9,24,1,9,20,1,9,False
no_obs,1,5,3,8,0.9469,0.9796,0.9207,0.8692,98.0,48,49,0,39.65,460.35,9,10,9,24,1,9,20,1,9,False
no_obs,1,5,3,9,0.9461,0.9796,0.9122,0.8855,98.0,48,49,0,43.90,456.10,9,12,9,24,1,9,20,1,9,False
no_obs,1,5,3,10,0.9430,0.9796,0.9021,0.8878,98.0,48,49,0,48.95,451.05,9,14,9,24,1,9,20,1,9,False
no_obs,1,5,3,11,0.9401,0.9796,0.8864,0.9065,98.0,48,49,0,56.80,443.20,9,10,9,24,1,9,20,1,9,False
no_obs,1,5,3,12,0.9354,0.9796,0.8779,0.8913,98.0,48,49,0,61.05,438.95,9,10,9,24,1,9,20,1,9,False
no_obs,1,5,3,13,0.9340,0.9796,0.8684,0.9057,98.0,48,49,0,65.80,434.20,9,10,9,24,1,9,20,1,9,False
no_obs,1,5,3,14,0.9222,0.9592,0.8589,0.9266,95.9,47,49,1,70.55,429.45,9,8,9,24,1,9,20,1,9,False
no_obs,1,5,3,15,0.9202,0.9592,0.8508,0.9320,95.9,47,49,0,74.60,425.40,9,8,9,24,1,9,10,1,9,False
no_obs,1,5,3,16,0.9123,0.9592,0.8319,0.9188,95.9,47,49,0,84.05,415.95,9,8,9,24,1,9,5,1,9,False
no_obs,1,5,3,17,0.9001,0.9592,0.8030,0.8962,95.9,47,49,0,98.50,401.50,9,7,9,24,1,9,5,1,9,False
no_obs,1,5,3,18,0.8902,0.9592,0.7751,0.8903,95.9,47,49,0,112.45,387.55,10,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,19,0.8805,0.9592,0.7522,0.8725,95.9,47,49,0,123.90,376.10,12,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,20,0.8512,0.9184,0.7293,0.8787,91.8,45,49,2,135.35,364.65,12,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,21,0.8431,0.9184,0.7064,0.8739,91.8,45,49,0,146.80,353.20,12,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,22,0.8348,0.9184,0.6835,0.8676,91.8,45,49,0,158.25,341.75,12,7,9,36,1,9,6,1,9,False
no_obs,1,5,3,23,0.8039,0.8776,0.6606,0.8607,87.8,43,49,2,169.70,330.30,8,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,24,0.7868,0.8571,0.6370,0.8765,85.7,42,49,1,181.50,318.50,8,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,25,0.7793,0.8571,0.6134,0.8784,85.7,42,49,0,193.30,306.70,8,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,26,0.7707,0.8571,0.5898,0.8718,85.7,42,49,0,205.10,294.90,8,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,27,0.7637,0.8571,0.5662,0.8783,85.7,42,49,0,216.90,283.10,9,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,28,0.7562,0.8571,0.5426,0.8809,85.7,42,49,0,228.70,271.30,8,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,29,0.7362,0.8367,0.5190,0.8724,83.7,41,49,1,240.50,259.50,6,7,9,24,1,9,6,1,9,False
no_obs,1,5,3,30,0.7335,0.8367,0.4947,0.9169,83.7,41,49,0,252.65,247.35,6,7,9,24,1,9,6,1,9,False
minimal,1,1,1,1,0.9440,0.9184,0.9855,0.9470,100.0,45,45,0,7.25,492.75,8,10,9,48,1,9,20,1,9,False
minimal,1,1,1,2,0.9400,0.9184,0.9775,0.9358,100.0,45,45,0,11.25,488.75,8,10,9,48,1,9,20,1,9,False
minimal,1,1,1,3,0.9360,0.9184,0.9680,0.9290,100.0,45,45,0,16.00,484.00,8,10,9,48,1,9,20,1,9,False
minimal,1,1,1,4,0.9343,0.9184,0.9600,0.9368,100.0,45,45,0,20.00,480.00,8,10,5,48,1,9,20,1,6,False
minimal,1,1,1,5,0.9288,0.9184,0.9505,0.9165,100.0,45,45,0,24.75,475.25,8,10,5,48,1,9,20,1,6,False
minimal,1,1,1,6,0.9188,0.9184,0.9375,0.8693,100.0,45,45,0,31.25,468.75,8,10,5,48,1,9,20,1,6,False
minimal,1,1,1,7,0.9094,0.9184,0.9280,0.8173,100.0,45,45,0,36.00,464.00,8,10,5,48,1,9,20,1,6,False
minimal,1,1,1,8,0.9005,0.9184,0.9200,0.7647,100.0,45,45,0,40.00,460.00,8,10,5,48,1,9,20,1,6,False
minimal,1,1,1,9,0.8916,0.9184,0.9105,0.7168,100.0,45,45,0,44.75,455.25,8,10,5,48,1,9,20,1,6,False
minimal,1,1,1,10,0.8730,0.8980,0.9025,0.6773,97.8,44,45,1,48.75,451.25,8,15,5,48,1,9,20,1,6,False
minimal,1,1,1,11,0.8400,0.8571,0.8865,0.6336,93.3,42,45,2,56.75,443.25,12,10,7,48,1,9,20,1,6,False
minimal,1,1,1,12,0.8237,0.8163,0.8795,0.7038,88.9,40,45,2,60.25,439.75,12,10,7,48,1,9,20,1,6,False
minimal,1,1,1,13,0.8034,0.7755,0.8710,0.7451,84.4,38,45,2,64.50,435.50,12,15,7,48,1,9,20,1,6,False
minimal,1,1,1,14,0.7923,0.7551,0.8630,0.7682,82.2,37,45,1,68.50,431.50,12,15,6,48,1,9,20,1,5,False
minimal,1,1,1,15,0.7788,0.7347,0.8535,0.7759,80.0,36,45,1,73.25,426.75,12,15,6,48,1,9,20,1,5,False
minimal,1,1,1,16,0.7610,0.7143,0.8405,0.7568,77.8,35,45,1,79.75,420.25,12,15,6,48,1,9,20,1,5,False
minimal,1,1,1,17,0.7296,0.6735,0.8310,0.7084,73.3,33,45,2,84.50,415.50,12,20,6,48,1,9,15,1,5,False
minimal,1,1,1,18,0.7088,0.6531,0.8220,0.6534,71.1,32,45,1,89.00,411.00,12,25,6,48,1,9,15,1,5,False
minimal,1,1,1,19,0.6730,0.6122,0.8055,0.5875,66.7,30,45,2,97.25,402.75,12,30,6,48,1,9,15,1,5,False
minimal,1,1,1,20,0.6190,0.5306,0.7945,0.5411,57.8,26,45,4,102.75,397.25,12,30,6,48,1,9,15,2,5,False
minimal,1,1,1,21,0.5786,0.4898,0.7670,0.4671,53.3,24,45,2,116.50,383.50,12,30,6,48,1,9,15,2,5,False
minimal,1,1,1,22,0.5108,0.3878,0.7410,0.4416,42.2,19,45,5,129.50,370.50,12,30,6,48,1,9,15,2,5,False
minimal,1,1,1,23,0.4453,0.2653,0.7235,0.5050,28.9,13,45,6,138.25,361.75,12,30,7,48,1,9,10,2,5,False
minimal,1,1,1,24,0.4397,0.2245,0.6975,0.7169,24.4,11,45,2,151.25,348.75,12,30,7,48,1,9,10,2,5,False
minimal,1,1,1,25,0.4191,0.2041,0.6700,0.7147,22.2,10,45,1,165.00,335.00,12,30,7,48,1,9,10,2,5,False
minimal,1,1,1,26,0.4005,0.2041,0.6340,0.6588,22.2,10,45,0,183.00,317.00,12,30,7,48,1,9,10,2,6,False
minimal,1,1,1,27,0.3854,0.2041,0.6065,0.6087,22.2,10,45,0,196.75,303.25,12,30,7,48,1,9,10,2,6,False
minimal,1,1,1,28,0.3625,0.2041,0.5705,0.5167,22.2,10,45,0,214.75,285.25,12,30,7,48,1,9,6,2,5,False
minimal,1,1,1,29,0.3415,0.2041,0.5230,0.4721,22.2,10,45,0,238.50,261.50,12,30,7,48,1,9,6,2,5,False
minimal,1,1,1,30,0.3090,0.1837,0.4770,0.4213,20.0,9,45,1,261.50,238.50,12,30,7,48,1,9,6,2,5,False
minimal,1,2,1,1,0.9440,0.9184,0.9855,0.9478,100.0,45,45,0,7.25,492.75,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,2,0.9399,0.9184,0.9775,0.9353,100.0,45,45,0,11.25,488.75,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,3,0.9352,0.9184,0.9680,0.9223,100.0,45,45,0,16.00,484.00,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,4,0.9214,0.8980,0.9600,0.9231,97.8,44,45,1,20.00,480.00,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,5,0.9196,0.8980,0.9505,0.9335,97.8,44,45,0,24.75,475.25,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,6,0.9153,0.8980,0.9375,0.9334,97.8,44,45,0,31.25,468.75,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,7,0.9101,0.8980,0.9280,0.9166,97.8,44,45,0,36.00,464.00,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,8,0.9094,0.8980,0.9200,0.9324,97.8,44,45,0,40.00,460.00,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,9,0.9087,0.8980,0.9105,0.9533,97.8,44,45,0,44.75,455.25,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,10,0.9051,0.8980,0.9025,0.9448,97.8,44,45,0,48.75,451.25,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,11,0.9010,0.8980,0.8880,0.9511,97.8,44,45,0,56.00,444.00,8,10,9,48,1,9,20,1,9,False
minimal,1,2,1,12,0.8955,0.8980,0.8800,0.9272,97.8,44,45,0,60.00,440.00,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,13,0.8939,0.8980,0.8705,0.9394,97.8,44,45,0,64.75,435.25,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,14,0.8871,0.8980,0.8625,0.9052,97.8,44,45,0,68.75,431.25,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,15,0.8784,0.8980,0.8530,0.8586,97.8,44,45,0,73.50,426.50,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,16,0.8713,0.8980,0.8400,0.8354,97.8,44,45,0,80.00,420.00,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,17,0.8675,0.8980,0.8305,0.8294,97.8,44,45,0,84.75,415.25,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,18,0.8619,0.8980,0.8225,0.8053,97.8,44,45,0,88.75,411.25,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,19,0.8455,0.8776,0.8130,0.7878,95.6,43,45,1,93.50,406.50,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,20,0.8305,0.8571,0.8050,0.7789,93.3,42,45,1,97.50,402.50,8,10,5,48,1,5,20,1,5,False
minimal,1,2,1,21,0.7829,0.7755,0.7905,0.7960,84.4,38,45,4,104.75,395.25,8,12,5,48,1,5,20,1,5,False
minimal,1,2,1,22,0.7372,0.6939,0.7819,0.8132,75.6,34,45,4,109.05,390.95,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,23,0.7269,0.6735,0.7674,0.8602,73.3,33,45,1,116.30,383.70,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,24,0.7077,0.6531,0.7544,0.8300,71.1,32,45,1,122.80,377.20,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,25,0.7059,0.6531,0.7399,0.8544,71.1,32,45,0,130.05,369.95,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,26,0.6795,0.6122,0.7219,0.8713,66.7,30,45,2,139.05,360.95,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,27,0.6658,0.5918,0.7074,0.8902,64.4,29,45,1,146.30,353.70,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,28,0.6593,0.5918,0.6944,0.8723,64.4,29,45,0,152.80,347.20,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,29,0.6551,0.5918,0.6799,0.8767,64.4,29,45,0,160.05,339.95,6,20,5,48,1,5,20,1,5,False
minimal,1,2,1,30,0.6331,0.5510,0.6669,0.9167,60.0,27,45,2,166.55,333.45,6,20,5,48,1,5,20,1,5,False
minimal,1,3,1,1,0.9440,0.9184,0.9855,0.9477,100.0,45,45,0,7.25,492.75,8,10,9,48,1,9,20,1,9,False
minimal,1,3,1,2,0.9402,0.9184,0.9775,0.9379,100.0,45,45,0,11.25,488.75,8,10,9,48,1,9,20,1,9,False
minimal,1,3,1,3,0.9357,0.9184,0.9680,0.9266,100.0,45,45,0,16.00,484.00,8,10,9,48,1,9,20,1,9,False
minimal,1,3,1,4,0.9327,0.9184,0.9600,0.9235,100.0,45,45,0,20.00,480.00,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,5,0.9244,0.9184,0.9505,0.8805,100.0,45,45,0,24.75,475.25,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,6,0.9201,0.9184,0.9375,0.8799,100.0,45,45,0,31.25,468.75,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,7,0.9156,0.9184,0.9280,0.8688,100.0,45,45,0,36.00,464.00,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,8,0.9099,0.9184,0.9200,0.8430,100.0,45,45,0,40.00,460.00,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,9,0.8952,0.8980,0.9105,0.8403,97.8,44,45,1,44.75,455.25,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,10,0.8828,0.8776,0.9025,0.8523,95.6,43,45,1,48.75,451.25,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,11,0.8445,0.8163,0.8880,0.8542,88.9,40,45,3,56.00,444.00,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,12,0.8404,0.8163,0.8800,0.8415,88.9,40,45,0,60.00,440.00,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,13,0.8358,0.8163,0.8705,0.8293,88.9,40,45,0,64.75,435.25,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,14,0.8188,0.7959,0.8625,0.8039,86.7,39,45,1,68.75,431.25,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,15,0.8108,0.7959,0.8530,0.7631,86.7,39,45,0,73.50,426.50,8,10,5,48,1,5,20,1,5,False
minimal,1,3,1,16,0.7993,0.7959,0.8400,0.7031,86.7,39,45,0,80.00,420.00,8,12,5,48,1,5,20,1,5,False
minimal,1,3,1,17,0.7814,0.7755,0.8299,0.6751,84.4,38,45,1,85.05,414.95,8,12,5,48,1,5,20,1,5,False
minimal,1,3,1,18,0.7517,0.7347,0.8213,0.6383,80.0,36,45,2,89.35,410.65,8,15,5,48,1,5,20,1,5,False
minimal,1,3,1,19,0.7238,0.6939,0.8103,0.6233,75.6,34,45,2,94.85,405.15,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,20,0.7060,0.6735,0.7973,0.6040,73.3,33,45,1,101.35,398.65,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,21,0.6804,0.6122,0.7778,0.7249,66.7,30,45,3,111.10,388.90,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,22,0.6547,0.5918,0.7598,0.6538,64.4,29,45,1,120.10,379.90,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,23,0.6224,0.5510,0.7453,0.6112,60.0,27,45,2,127.35,372.65,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,24,0.5855,0.4898,0.7273,0.6343,53.3,24,45,3,136.35,363.65,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,25,0.5388,0.4082,0.7128,0.6591,44.4,20,45,4,143.60,356.40,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,26,0.5189,0.3878,0.6948,0.6366,42.2,19,45,1,152.60,347.40,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,27,0.4970,0.3673,0.6753,0.6010,40.0,18,45,1,162.35,337.65,6,20,5,48,1,5,15,1,5,False
minimal,1,3,1,28,0.4418,0.2857,0.6623,0.5504,31.1,14,45,4,168.85,331.15,6,25,9,48,1,5,15,1,5,False
minimal,1,3,1,29,0.4214,0.2449,0.6408,0.6266,26.7,12,45,2,179.60,320.40,5,30,9,48,1,5,12,1,5,False
minimal,1,3,1,30,0.3992,0.2245,0.6188,0.5962,24.4,11,45,1,190.60,309.40,5,30,9,48,1,5,12,1,5,False
